datetime,season,year,month,date,weekdays,vacation,worker_number,real_number,vacation_number,biztrip_number,overtime_number,telecom_number,temperature,rain,wind,humidity,discomfort_index,perceived_temperature,lunch_rice,lunch_soup,lunch_main,new_lunch,lunch_number
2017-05-15,봄,2017,5,15,월,N,2637,2350,63,224,516,0,16.0,0.0,1.1,49.0,60.0146,17.960767982706074,밥,콩비지찌개,돈육꽈리고추볶음,N,1203
2017-05-16,봄,2017,5,16,화,N,2637,2330,41,266,486,0,16.5,0.0,1.0,60.6,60.89821,18.547,밥,쇠고기샤브국,오징어볶음,N,890
2017-05-17,봄,2017,5,17,수,N,2637,2323,46,268,0,0,17.1,0.0,0.9,60.5,61.741545,19.23452570823862,밥,열무된장국,쇠고기장조림,N,864
2017-05-18,봄,2017,5,18,목,N,2637,2290,60,287,343,0,18.8,0.0,0.9,58.0,64.02896000000001,20.953858027674283,밥,부대찌개,굴비구이,N,796
2017-05-19,봄,2017,5,19,금,N,2637,2186,146,305,81,0,20.3,0.0,1.0,53.8,65.861786,22.415400000000005,밥,새우살미역국,순살양념치킨,N,662
2017-05-22,봄,2017,5,22,월,N,2637,2334,63,240,504,0,19.6,0.0,1.2,56.6,65.064864,21.596277468899032,밥,시금치된장국,제육볶음,N,1207
2017-05-23,봄,2017,5,23,화,N,2637,2333,47,257,429,0,18.9,0.0,1.0,67.6,64.590836,20.9902,밥,소고기국,간장찜닭,N,889
2017-05-24,봄,2017,5,24,수,N,2637,2311,49,277,0,0,20.2,3.9,1.1,73.9,66.872822,22.26195781127742,콩나물밥,김치국,고등어구이,N,852
2017-05-25,봄,2017,5,25,목,N,2637,2290,57,290,320,0,21.5,0.0,1.9,51.9,67.340215,23.329271508417182,밥,들깨시래기국,오리불고기,N,838
2017-05-26,봄,2017,5,26,금,N,2637,2171,164,302,60,0,17.4,0.0,1.6,43.8,61.675588,19.11402103205184,밥,콩나물국,주꾸미떡볶음,N,597
2017-05-29,봄,2017,5,29,월,N,2637,2309,88,240,394,0,23.5,0.0,1.0,51.6,69.96094,25.673000000000005,밥,황태국,소불고기,N,1193
2017-05-30,봄,2017,5,30,화,N,2637,2324,57,256,293,0,23.4,0.0,0.8,51.6,69.828856,25.64456949136958,밥,얼갈이된장국,동파삼겹수육,N,821
2017-05-31,봄,2017,5,31,수,N,2637,2329,43,265,0,0,21.3,0.8,1.4,69.3,68.25639100000001,23.271640067910248,열무보리비빔밥,가쯔오장국,탕수만두,N,910
2017-06-01,여름,2017,6,1,목,N,2648,2317,66,265,317,0,23.4,0.0,1.6,58.1,70.405146,25.407821824900857,밥,오이냉국,등갈비김치찜,N,914
2017-06-02,여름,2017,6,2,금,N,2648,2190,165,293,77,0,20.0,0.0,1.8,49.3,65.2115,21.770781138915297,밥,돈육김치찌개,삼치된장구이,N,699
2017-06-05,여름,2017,6,5,월,Y,2648,1865,633,150,174,0,19.5,0.0,1.3,50.5,64.622525,21.44502156543855,밥,근대국,돈육굴소스볶음,N,760
2017-06-07,여름,2017,6,7,수,N,2648,2345,75,228,0,0,19.6,12.6,1.8,72.3,65.866192,21.34794157165715,밥,콩나물국,훈제오리구이,N,1127
2017-06-08,여름,2017,6,8,목,N,2648,2311,63,274,423,0,21.3,0.0,1.2,54.6,67.258702,23.3468300927218,밥,얼갈이된장국,미니채소떡갈비,N,857
2017-06-09,여름,2017,6,9,금,N,2648,2224,130,294,67,0,22.6,0.0,1.4,49.6,68.610704,24.623550148775905,밥,호박잎된장찌개,깐풍기,N,715
2017-06-12,여름,2017,6,12,월,N,2648,2352,87,209,529,0,19.0,0.0,1.4,56.5,64.23815,20.87979915560946,밥,연두부탕,쇠고기숙주볶음,N,1140
2017-06-13,여름,2017,6,13,화,N,2648,2367,47,234,451,0,18.8,0.3,1.2,65.8,64.365296,20.772487998864783,밥,도토리묵냉국,쭈꾸미볶음,N,916
2017-06-14,여름,2017,6,14,수,N,2648,2340,55,253,0,0,20.9,0.0,1.4,61.1,67.133901,22.8556677353362,곤드레밥*강된장,가쯔오장국,치킨핑거,N,907
2017-06-15,여름,2017,6,15,목,N,2648,2316,64,268,318,0,23.3,0.0,1.2,48.8,69.451296,25.406303767807408,밥,쇠고기샤브국,갈치구이,N,763
2017-06-16,여름,2017,6,16,금,N,2648,2179,164,305,62,0,21.8,0.0,1.2,57.6,68.152432,23.8616985114932,밥,아욱된장국,삼겹살구이,N,644
2017-06-19,여름,2017,6,19,월,N,2648,2320,102,226,455,0,24.1,0.0,1.4,54.5,71.030655,26.1834463959286,밥,들깨시래기국,유자청제육볶음,N,1126
2017-06-20,여름,2017,6,20,화,N,2648,2329,66,253,429,0,21.2,10.3,1.0,73.3,68.374304,23.3316,밥,오이지냉국,고등어김치말이,N,888
2017-06-21,여름,2017,6,21,수,N,2648,2319,60,269,0,0,22.5,0.0,1.3,66.6,69.83635,24.55001760691752,카레라이스,유부주머니국,언양식불고기,N,982
2017-06-22,여름,2017,6,22,목,N,2648,2306,69,273,317,0,23.5,0.0,1.3,62.9,70.973985,25.58501628741051,밥,쇠고기미역국,해물누룽지탕,N,875
2017-06-23,여름,2017,6,23,금,N,2648,2196,162,290,57,0,23.8,0.0,1.1,62.9,71.403798,25.94869195005286,밥,나가사끼짬뽕국,닭갈비,N,609
2017-06-26,여름,2017,6,26,월,N,2648,2299,112,237,374,0,21.7,10.5,0.9,84.5,69.946635,23.88683669024099,밥,차돌박이찌개,훈제오리고추장볶음,N,1147
2017-06-27,여름,2017,6,27,화,N,2648,2333,59,256,309,0,22.8,0.0,1.0,70.1,70.566672,24.9604,밥,북어콩나물국,오징어볶음,N,973
2017-06-28,여름,2017,6,28,수,N,2648,2331,58,259,0,0,23.4,0.0,1.1,66.6,71.158756,25.53905482352225,콩나물밥,얼갈이된장국,삼치구이,N,745
2017-06-29,여름,2017,6,29,목,N,2648,2316,66,266,209,0,22.0,4.8,0.8,78.8,70.01424,24.238838588677893,밥,우무묵냉국,갈릭돈까스,N,814
2017-06-30,여름,2017,6,30,금,N,2648,2164,188,296,34,0,24.1,0.0,1.1,75.9,73.076281,26.255919794950813,밥,꼬지어묵탕,매운닭찜,N,695
2017-07-03,여름,2017,7,3,월,N,2839,2559,66,214,414,0,26.6,0.3,1.6,72.6,76.582684,28.76451558108701,밥,콩나물국,짬뽕불고기,N,1231
2017-07-04,여름,2017,7,4,화,N,2839,2542,50,247,368,0,26.1,1.9,1.2,80.5,76.729895,28.289566912927256,밥,배추된장국,낙지볶음,N,962
2017-07-05,여름,2017,7,5,수,N,2839,2533,46,260,0,0,25.8,17.6,1.2,81.8,76.393956,27.980645861664414,짜장덮밥,계란국,유산슬,N,912
2017-07-06,여름,2017,7,6,목,N,2839,2499,72,268,341,0,24.8,5.2,1.0,89.6,75.573792,26.996400000000005,밥,아욱된장국,등갈비김치찜,N,821
2017-07-07,여름,2017,7,7,금,N,2839,2405,146,288,73,0,25.2,0.3,0.9,90.4,76.33779200000001,27.42663852437323,밥,오이냉국,유린기,N,613
2017-07-10,여름,2017,7,10,월,N,2839,2526,98,215,406,0,26.9,0.0,1.9,85.8,78.668998,29.05804253849467,밥,콩나물국,버섯불고기,N,1084
2017-07-11,여름,2017,7,11,화,N,2839,2545,62,232,380,0,26.1,0.0,1.7,78.5,76.499115,28.22929943613448,밥,어묵국,주꾸미떡볶음,N,866
2017-07-12,여름,2017,7,12,수,N,2839,2507,69,263,0,0,27.4,0.0,1.2,75.6,78.190456,29.62822480173289,<초복특식>,삼계탕,찹쌀밥,N,918
2017-07-13,여름,2017,7,13,목,N,2839,2483,79,277,311,0,26.8,0.0,1.1,78.3,77.585656,29.0209703990324,밥,근대국,돼지갈비찜,N,765
2017-07-14,여름,2017,7,14,금,N,2839,2344,209,286,57,0,26.7,0.0,1.2,81.9,77.863927,28.90740901545294,밥,부대찌개,갈치조림,N,613
2017-07-17,여름,2017,7,17,월,N,2839,2495,132,212,424,0,26.6,4.8,1.2,83.1,77.846254,28.804435331698663,밥,무채국,돈육고추장볶음,N,1168
2017-07-18,여름,2017,7,18,화,N,2839,2502,98,239,419,0,26.7,1.9,0.9,83.6,78.070188,28.94369645328705,밥,열무된장국,간장찜닭,N,916
2017-07-19,여름,2017,7,19,수,N,2839,2501,79,259,0,0,27.8,0.0,1.0,73.5,78.53617,30.050400000000003,김치제육덮밥,맑은국,양장피잡채,N,830
2017-07-20,여름,2017,7,20,목,N,2839,2471,90,278,270,0,28.5,0.0,1.1,78.1,80.252615,30.76192818678745,밥,소고기매운무국,오징어굴소스볶음,N,750
2017-07-21,여름,2017,7,21,금,N,2839,2332,206,301,46,0,30.2,0.0,1.4,73.5,82.22653,32.52702446768284,밥,닭곰탕,미트볼케찹조림,N,648
2017-07-24,여름,2017,7,24,월,N,2839,2391,237,211,401,0,29.7,0.1,0.9,79.4,82.348782,31.97781231111468,밥,어묵탕,콩나물불고기,N,1119
2017-07-25,여름,2017,7,25,화,N,2839,2382,214,243,272,0,27.3,17.2,0.9,87.4,79.53639799999999,29.550519624852576,밥,된장찌개,가자미카레튀김,N,827
2017-07-26,여름,2017,7,26,수,N,2839,2339,254,246,0,0,26.1,0.0,1.3,69.9,75.50676100000001,28.27601285669228,나물비빔밥,미소장국,파스타샐러드,N,797
2017-07-27,여름,2017,7,27,목,N,2839,2265,334,240,221,0,25.7,0.0,1.2,64.1,74.25966299999999,27.87767217791013,밥,콩나물냉국,순살파닭,N,804
2017-07-28,여름,2017,7,28,금,N,2839,2156,419,264,46,0,27.2,0.0,1.0,68.0,76.91904,29.4396,밥,쇠고기샤브국,주꾸미떡볶음,N,501
2017-07-31,여름,2017,7,31,월,N,2839,2159,524,156,192,0,26.2,38.2,0.8,87.0,77.64706,28.45603129675296,밥,연두부탕,쇠고기숙주볶음,N,945
2017-08-01,여름,2017,8,1,화,N,2645,1998,466,181,320,0,27.3,0.0,1.2,81.5,78.785505,29.525251117978623,밥,부대찌개,해물누룽지탕,N,745
2017-08-02,여름,2017,8,2,수,N,2645,2003,454,188,0,0,26.9,0.0,1.1,81.5,78.138765,29.12337968066504,밥,꽃게탕,미니채소떡갈비,N,799
2017-08-03,여름,2017,8,3,목,N,2645,1987,451,207,301,0,27.5,0.0,1.4,71.8,77.85515000000001,29.719211222808006,밥,오이미역냉국,닭오븐구이,N,776
2017-08-04,여름,2017,8,4,금,N,2645,1863,544,238,55,0,28.9,0.0,1.2,71.0,79.86981,31.172830058047108,밥,콩나물국,제육볶음,N,668
2017-08-07,여름,2017,8,7,월,N,2645,2049,428,168,351,0,30.5,0.0,1.4,60.3,80.589685,32.83900371711338,밥,어묵국,쇠고기낙지볶음,N,1078
2017-08-08,여름,2017,8,8,화,N,2645,2024,414,207,350,0,28.0,0.0,1.0,70.5,78.4411,30.254,밥,미역국,닭갈비,N,842
2017-08-09,여름,2017,8,9,수,N,2645,2007,428,210,0,0,26.7,0.2,0.8,87.0,78.48271,28.95807804771428,밥,도토리묵냉국,수제돈까스,N,946
2017-08-10,여름,2017,8,10,목,N,2645,1979,438,228,292,0,28.8,0.0,1.4,72.4,79.917488,31.071121303673667,밥,돈육김치찌개,갈치구이,N,777
2017-08-11,여름,2017,8,11,금,N,2645,1839,566,240,66,0,26.6,28.8,1.2,78.8,77.32879199999999,28.804435331698663,밥,고추장찌개,돈육보쌈,N,710
2017-08-14,여름,2017,8,14,월,Y,2645,1651,863,131,114,0,22.0,48.5,0.7,96.6,71.34568,24.29282949333423,밥,된장찌개,짬뽕불고기,N,692
2017-08-16,여름,2017,8,16,수,N,2645,2062,403,180,0,0,26.3,0.8,0.7,85.5,77.638135,28.575655657044024,밥,쇠고기무국,오징어볶음*소면,N,973
2017-08-17,여름,2017,8,17,목,N,2645,2067,357,221,380,0,26.8,0.8,0.8,80.0,77.7936,29.058487397906543,밥,들깨시래기국,매운닭찜,N,823
2017-08-18,여름,2017,8,18,금,N,2645,1977,396,272,61,0,26.6,0.0,1.1,77.4,77.160316,28.81615183576709,짜장밥,맑은국,해물까스*칠리소스,N,731
2017-08-21,여름,2017,8,21,월,N,2645,2402,74,169,618,0,25.3,20.2,1.1,90.8,76.551276,27.48483117454262,밥,조랭이떡미역국,소고기불고기,N,1232
2017-08-22,여름,2017,8,22,화,N,2645,2358,74,213,484,0,26.1,8.1,1.0,88.8,77.68763200000001,28.3198,밥,해물된장찌개,표고버섯탕수육,N,1053
2017-08-23,여름,2017,8,23,수,N,2645,2358,72,215,0,0,28.3,11.6,1.3,77.3,79.82624100000001,30.55300995377685,곤드레밥*강된장,가쯔오장국,가자미양념찜,N,953
2017-08-24,여름,2017,8,24,목,N,2645,2308,78,259,344,0,29.4,0.3,2.2,68.3,80.22649799999999,31.717802297008365,밥,쇠고기샤브국,주꾸미굴소스볶음,N,843
2017-08-25,여름,2017,8,25,금,N,2645,2171,164,310,55,0,27.6,0.8,1.1,66.9,77.369056,29.8402446520936,밥,알탕,미트볼케찹조림,N,594
2017-08-28,여름,2017,8,28,월,N,2645,2251,169,225,337,0,24.9,0.0,1.0,71.0,73.81821,27.0982,밥,콩나물국,돈육간장불고기,N,1191
2017-08-29,여름,2017,8,29,화,N,2645,2264,121,260,294,0,26.9,0.0,1.5,55.6,74.945036,29.08700433492414,밥,배추된장국,닭갈비,N,877
2017-08-30,여름,2017,8,30,수,N,2645,2259,116,270,0,0,22.3,0.0,1.6,45.8,67.92486600000001,24.25395834621188,산채비빔밥,미소장국,언양식불고기,N,898
2017-08-31,여름,2017,8,31,목,N,2645,2254,110,281,189,0,21.9,0.0,1.1,59.8,68.452838,24.002915599032484,밥,육개장,굴비구이,N,852
2017-09-01,가을,2017,9,1,금,N,2642,2162,177,303,45,0,22.7,0.0,1.5,50.8,68.83888400000001,24.69978757563872,밥,시래기국,훈제오리구이,N,663
2017-09-04,가을,2017,9,4,월,N,2642,2286,113,243,416,0,21.8,0.0,0.9,69.5,69.01899,23.98797388550192,밥,북어국,버섯불고기,N,1168
2017-09-05,가을,2017,9,5,화,N,2642,2303,74,265,390,0,21.5,0.7,0.9,76.3,69.044555,23.68456229971915,밥,연두부탕,등갈비김치찜,N,924
2017-09-06,가을,2017,9,6,수,N,2642,2298,69,275,0,0,20.8,32.3,0.6,86.4,68.58428800000002,23.16948108917712,밥,꽃게탕,마늘치킨,N,922
2017-09-07,가을,2017,9,7,목,N,2642,2285,78,279,358,0,20.6,1.0,0.5,81.0,67.92214000000001,23.05694022038154,밥,쇠고기미역국,오징어볶음*소면,N,926
2017-09-08,가을,2017,9,8,금,N,2642,2182,155,305,66,0,22.3,0.0,0.5,73.8,70.10242600000001,24.71678186944054,밥,열무된장국,동파육,N,662
2017-09-11,가을,2017,9,11,월,N,2642,2338,101,203,478,0,20.9,74.4,0.8,87.5,68.821125,23.134335736562992,밥,시래기된장국,유자청제육볶음,N,1350
2017-09-12,가을,2017,9,12,화,N,2642,2328,72,242,430,0,22.9,0.0,0.8,70.5,70.75055499999999,25.142522740408264,밥,차돌박이찌개,해물누룽지탕,N,993
2017-09-13,가을,2017,9,13,수,N,2642,2332,57,253,0,0,20.6,0.0,0.9,62.9,66.81912600000001,22.774327542370862,카레라이스,미소장국,떡갈비조림,N,945
2017-09-14,가을,2017,9,14,목,N,2642,2283,68,291,317,0,20.3,0.0,1.2,65.5,66.54003499999999,22.317093255179,밥,고사리육개장,닭찜,N,860
2017-09-15,가을,2017,9,15,금,N,2642,2154,198,290,70,0,20.0,0.0,1.5,58.8,65.73400000000001,21.879433944669515,밥,참치김치찌개,단호박장조림,N,602
2017-09-18,가을,2017,9,18,월,N,2642,2329,93,220,501,0,20.8,0.0,0.7,71.0,67.61532,23.097622191833825,밥,해물순두부찌개,언양식불고기,N,1214
2017-09-19,가을,2017,9,19,화,N,2642,2347,49,246,432,0,21.7,0.0,1.0,70.6,68.948198,23.8406,밥,들깨버섯국,소고기낙지볶음,N,958
2017-09-20,가을,2017,9,20,수,N,2642,2301,62,279,0,0,20.6,0.0,0.9,65.4,66.971476,22.774327542370862,콩나물밥,가쯔오국,감자프리타타,N,890
2017-09-21,가을,2017,9,21,목,N,2642,2292,70,280,334,0,18.2,0.0,0.7,70.0,63.6446,20.50800637191628,밥,쇠고기샤브국,꽁치구이,N,820
2017-09-22,가을,2017,9,22,금,N,2642,2177,174,291,67,0,19.3,0.0,0.7,70.0,65.2979,21.60361306495832,밥,콩가루배추국,순살양념치킨,N,735
2017-09-25,가을,2017,9,25,월,N,2642,2287,97,258,385,0,21.7,0.0,0.8,72.5,69.084675,23.9376105381011,밥,근대국,짬뽕불고기,N,1099
2017-09-26,가을,2017,9,26,화,N,2642,2300,81,261,342,0,22.1,0.0,1.0,65.0,69.12735,24.247800000000005,밥,시래기들깨탕,닭갈비,N,902
2017-09-27,가을,2017,9,27,수,N,2642,2307,70,265,0,0,19.2,8.2,1.4,81.5,65.68902,21.087785321896483,밥,콩나물국,삼겹살구이,N,1023
2017-09-28,가을,2017,9,28,목,N,2642,2277,102,263,202,0,20.1,0.0,1.1,63.0,66.10837000000001,22.159548529644766,밥,차돌박이찌개,매운주꾸미볶음,N,589
2017-09-29,가을,2017,9,29,금,Y,2642,2180,214,248,22,0,15.8,0.0,0.8,58.3,59.880386,18.013458876757554,밥,미역국,쇠불고기/잡채,N,760
2017-10-10,가을,2017,10,10,화,N,2645,2331,105,209,641,0,21.6,0.0,0.6,78.3,69.342772,23.958986852758848,밥,아욱국,훈제오리구이,N,1265
2017-10-11,가을,2017,10,11,수,N,2645,2335,60,250,0,0,21.1,0.0,1.0,72.8,68.187792,23.229800000000004,밥,고추장찌개,레몬탕수육,N,1109
2017-10-12,가을,2017,10,12,목,N,2645,2330,46,269,1017,0,14.4,18.6,1.2,79.1,57.929196000000005,16.24164591367645,밥,해물된장찌개,닭찜,N,989
2017-10-13,가을,2017,10,13,금,N,2645,2314,63,268,86,0,14.3,0.0,1.1,58.9,57.798773,16.219810194951005,밥,쇠고기무국,오징어볶음*소면,N,1015
2017-10-16,가을,2017,10,16,월,N,2645,2330,90,225,464,0,15.6,0.0,1.3,66.1,59.692184,17.408526711515904,밥,차돌박이찌개,제육볶음,N,1173
2017-10-17,가을,2017,10,17,화,N,2645,2331,56,258,453,0,14.9,0.0,0.7,75.4,58.709054,17.221186292790165,밥,근대국,고등어조림,N,848
2017-10-18,가을,2017,10,18,수,N,2645,2330,45,270,0,0,15.9,0.0,1.4,61.9,60.070979,17.656013578160582,밥,민물새우찌개,수제돈가스,N,814
2017-10-19,가을,2017,10,19,목,N,2645,2296,67,282,341,0,16.6,0.0,1.2,61.4,61.056276,18.50706695627062,밥,새알미역국,유린기,N,901
2017-10-20,가을,2017,10,20,금,N,2645,2154,190,301,53,0,15.9,0.0,0.9,68.6,60.167526,18.020879365107568,밥,쇠고기매운버섯국,해물청경채볶음,N,533
2017-10-23,가을,2017,10,23,월,N,2645,2279,116,250,435,0,14.9,0.0,1.4,48.4,58.587284,16.61608274672546,밥,콩나물국,버섯불고기,N,1115
2017-10-24,가을,2017,10,24,화,N,2645,2322,65,258,400,0,11.4,0.1,0.5,76.4,53.231304,14.074267766650484,밥,배추된장국,쭈꾸미볶음,N,1037
2017-10-25,가을,2017,10,25,수,N,2645,2281,75,289,0,0,11.3,0.0,0.5,72.5,53.19607500000001,13.976630022588187,곤드레밥*강된장,가쯔오장국,갈치조림,N,786
2017-10-26,가을,2017,10,26,목,N,2645,2242,101,302,251,0,11.8,0.0,0.6,73.6,53.931152,14.287541248882684,밥,육개장,치킨핑거,N,824
2017-10-27,가을,2017,10,27,금,N,2645,2126,210,309,57,0,13.1,0.0,0.7,69.8,55.981962,15.428375340539557,밥,시금치국,돼지갈비찜,N,567
2017-10-30,가을,2017,10,30,월,N,2645,2271,124,250,374,0,9.0,0.0,1.4,39.9,51.43939,10.480490841258234,밥,들깨시래기국,닭갈비,N,1150
2017-10-31,가을,2017,10,31,화,N,2645,2292,63,290,238,0,8.1,0.0,0.9,58.0,49.21802,10.132178134755724,밥,근대국,돈삼겹보쌈,N,955
2017-11-01,가을,2017,11,1,수,N,2644,2302,63,279,0,0,9.9,0.0,0.7,61.9,51.534119,12.241155869871807,카레덮밥,맑은국,개성감자만두,N,815
2017-11-02,가을,2017,11,2,목,N,2644,2287,53,304,333,0,11.0,0.0,0.5,74.0,52.6866,13.683716790401304,밥,사골떡국,오징어볶음,N,854
2017-11-03,가을,2017,11,3,금,N,2644,2167,173,304,58,0,12.1,0.0,0.8,65.5,54.580745,14.2983129196438,밥,된장찌개,누룽지탕수육,N,644
2017-11-06,가을,2017,11,6,월,N,2644,2307,93,244,452,0,8.2,0.0,0.7,71.0,48.55278,10.547945526079566,밥,콩가루배추국,짬뽕불고기,N,1167
2017-11-07,가을,2017,11,7,화,N,2644,2301,75,268,462,0,13.0,0.0,0.6,74.9,55.75893000000001,15.471799894255271,밥,오징어국,수제돈까스,N,943
2017-11-08,가을,2017,11,8,수,N,2644,2308,60,276,0,0,15.3,0.0,1.3,53.8,59.148686,17.098027107368004,콩나물밥,미역장국,언양식불고기,N,780
2017-11-09,가을,2017,11,9,목,N,2644,2267,90,287,347,0,9.8,0.0,0.6,61.4,51.414828,12.313776839928362,밥,해물된장찌개,매운닭찜,N,797
2017-11-10,가을,2017,11,10,금,N,2644,2168,184,292,56,0,12.7,0.0,1.8,61.1,55.531803,14.05395903645407,밥,올갱이아욱국,등갈비김치찜,N,630
2017-11-13,가을,2017,11,13,월,N,2644,2297,107,240,525,0,8.1,0.0,0.6,68.1,48.583639000000005,10.636077092317192,밥,시금치국,소고기불고기,N,1017
2017-11-14,가을,2017,11,14,화,N,2644,2297,78,269,388,0,10.2,0.0,1.1,47.9,52.549242,12.021029648012307,밥,새알미역국,돼지갈비찜,N,924
2017-11-15,가을,2017,11,15,수,N,2644,2281,87,276,0,0,6.1,0.0,1.2,49.0,47.19311,7.694830162071171,곤드레밥*간장양념,청양된장찌개,굴비구이,N,895
2017-11-16,가을,2017,11,16,목,N,2644,2232,129,283,347,0,3.4,0.0,0.7,64.4,42.012504,5.767116320077945,밥,북어계란국,찜닭,N,736
2017-11-17,가을,2017,11,17,금,N,2644,2120,213,311,58,0,5.9,0.0,0.5,60.8,45.935928,8.704191843224308,밥,콩비지찌개,미니채소떡갈비,N,640
2017-11-20,가을,2017,11,20,월,N,2644,2300,107,237,517,0,4.5,0.0,0.8,43.6,45.65258,6.667202305031772,밥,차돌박이찌개,오징어볶음,N,1115
2017-11-21,가을,2017,11,21,화,N,2644,2311,77,256,435,0,2.7,0.0,0.7,67.6,40.627148000000005,5.069912060869375,밥,어묵국,순살파닭,N,954
2017-11-22,가을,2017,11,22,수,N,2644,2303,64,277,0,0,6.5,0.0,1.1,60.6,46.79881,8.231886227604221,단호박영양밥,가쯔오장국,돈육칠리강정,N,817
2017-11-23,가을,2017,11,23,목,N,2644,2234,122,288,305,0,3.5,0.0,1.6,47.6,43.97754,4.533382528618281,밥,쇠고기무국,갈치구이,N,758
2017-11-24,가을,2017,11,24,금,N,2644,2131,210,303,63,0,2.3,0.0,1.9,56.1,41.418097,2.960307845919452,밥,꽃게탕,돈육굴소스볶음,N,563
2017-11-27,가을,2017,11,27,월,N,2644,2250,132,262,402,0,5.2,0.0,0.4,74.3,43.712064,8.31292446159582,밥,아욱국,버섯불고기,N,1065
2017-11-28,가을,2017,11,28,화,N,2644,2267,112,265,347,0,8.4,0.0,0.8,77.9,48.442464,10.583166962530052,밥,연두부탕,사천식탕수육,N,929
2017-11-29,가을,2017,11,29,수,N,2644,2305,78,261,0,0,9.4,0.0,0.7,55.6,51.137336000000005,11.743152827579973,나물비빔밥,미소장국,코다리조림,N,903
2017-11-30,가을,2017,11,30,목,N,2644,2280,97,267,256,0,6.1,0.0,2.3,22.1,49.415319,6.683755877100242,밥,들깨시래기국,제육볶음,N,781
2017-12-01,겨울,2017,12,1,금,N,2665,2154,243,268,136,0,1.2,0.0,1.9,31.0,43.20728,1.793335969422186,밥,동태탕,찜닭,N,660
2017-12-04,겨울,2017,12,4,월,N,2665,2342,117,206,868,0,3.3,0.0,1.8,53.6,43.059312,4.117229205887559,밥,들깨무채국,돈육피망볶음,N,1142
2017-12-05,겨울,2017,12,5,화,N,2665,2380,60,225,871,0,-1.4,0.0,1.4,47.1,37.777894,-0.3347898056670439,밥,소고기된장찌개,낙지볶음,N,939
2017-12-06,겨울,2017,12,6,수,N,2665,2333,78,254,0,0,-0.2,0.0,0.7,61.1,37.279722,2.181494415576727,콩나물밥,유부주머니국,생선까스&탈탈소스,N,860
2017-12-07,겨울,2017,12,7,목,N,2665,2297,98,270,608,0,2.0,0.0,1.0,64.0,40.0352,3.786000000000001,밥,봄동된장국,닭볶음탕,N,740
2017-12-08,겨울,2017,12,8,금,N,2665,2192,169,304,141,0,0.7,0.0,2.3,35.0,42.10455,0.8813350923537323,밥,부대찌개,미트볼케찹조림,N,682
2017-12-11,겨울,2017,12,11,월,N,2665,2353,93,219,748,0,0.6,0.0,2.4,39.9,41.317306,0.6869766614160808,밥,해물된장찌개,돈육굴소스볶음,N,1165
2017-12-12,겨울,2017,12,12,화,N,2665,2355,73,237,604,0,-2.7,0.0,2.0,30.8,38.885316,-2.4577165055443584,밥,차돌박이찌개,해물누룽지탕,N,884
2017-12-13,겨울,2017,12,13,수,N,2665,2352,67,246,0,0,-3.2,0.0,1.5,34.8,37.629136,-2.3547157732880803,카레라이스,미소장국,떡갈비조림,N,978
2017-12-14,겨울,2017,12,14,목,N,2665,2294,105,266,309,0,-2.9,0.0,0.5,36.1,37.752269,0.1120703657424233,밥,우거지해장국,명태코다리조림,N,875
2017-12-15,겨울,2017,12,15,금,N,2665,2169,208,288,48,0,-0.3,0.0,0.6,37.1,40.641513,2.34626657470905,밥,들깨시래기국,표고버섯탕수육,N,618
2017-12-18,겨울,2017,12,18,월,N,2665,2295,140,230,156,0,0.7,0.0,1.1,56.9,39.124617,2.29214789291046,밥,오징어국,버섯불고기,N,1149
2017-12-19,겨울,2017,12,19,화,N,2665,2287,109,269,146,0,-0.1,0.0,1.5,51.6,38.789116,0.8834680252321138,밥,달래된장국,주꾸미볶음,N,715
2017-12-20,겨울,2017,12,20,수,N,2665,2295,108,262,0,0,-1.9,0.0,0.7,52.0,36.34688,0.4882840717844864,밥,민물새우찌개,동파육,N,814
2017-12-21,겨울,2017,12,21,목,N,2665,2276,127,262,102,0,-1.1,0.0,0.6,60.1,36.160211,1.5567608111273232,밥,순두부찌개,훈제오리구이,N,692
2017-12-22,겨울,2017,12,22,금,Y,2665,2156,239,270,34,0,-0.9,0.0,0.4,60.4,36.395636,2.4329467268070006,밥,콩나물국,간장마늘치킨,N,565
2017-12-26,겨울,2017,12,26,화,N,2665,2171,267,227,62,0,0.4,0.0,2.2,44.1,40.492336,0.6497608057137871,밥,꽃게탕,언양식불고기,N,915
2017-12-27,겨울,2017,12,27,수,N,2665,2241,169,255,0,0,-1.4,0.0,1.4,30.8,40.334712,-0.3347898056670439,밥,쇠고기미역국,오징어볶음,N,571
2017-12-28,겨울,2017,12,28,목,N,2665,2165,240,260,55,0,-1.6,0.0,0.7,52.9,36.601364,0.7870858971595867,밥,아욱된장국,돼지갈비찜,N,311
2017-12-29,겨울,2017,12,29,금,Y,2665,1934,489,242,5,0,2.1,0.0,1.0,66.3,39.898477,3.8878,밥,어묵국,닭볶음탕,N,394
2018-01-02,겨울,2018,1,2,화,N,2655,2480,73,102,301,0,0.7,0.0,0.7,56.9,39.124617,3.077899891702032,밥,사골떡국,한방소갈비찜,N,1148
2018-01-03,겨울,2018,1,3,수,N,2655,2388,60,207,0,0,2.0,0.0,1.5,26.5,44.6552,3.077076404874828,곤드레밥*간장양념,청량된장찌개,굴비구이,N,883
