,datetime,year,month,date,vacation,worker_number,real_number,vacation_number,biztrip_number,overtime_number,telecom_number,temperature,rain,wind,humidity,discomfort_index,perceived_temperature,dinner_number,season_fall,season_spring,season_summer,season_winter,weekdays_friday,weekdays_monday,weekdays_thursday,weekdays_tuesday,weekdays_wednesday,dinner_rice_N,dinner_rice_Y,new_dinner_N,new_dinner_Y
306,2017-04-26,2017,4,26,0,2626,2277,45,304,0,0,14.7,1.7,0.9,71.6,58.388148,16.807233021976515,0,0,1,0,0,0,0,0,0,1,1,0,1,0
307,2017-04-27,2017,4,27,0,2626,2254,61,311,183,0,14.7,0.0,2.0,29.5,58.281635,16.0646591887297,442,0,1,0,0,0,0,1,0,0,1,0,1,0
308,2017-04-28,2017,4,28,1,2626,2155,161,310,44,0,15.4,0.0,2.0,38.8,59.141048,16.80981223390164,362,0,1,0,0,1,0,0,0,0,0,1,1,0
309,2017-05-02,2017,5,2,1,2637,1581,933,123,88,0,15.7,0.0,0.9,49.6,59.633528,17.818604974585725,298,0,1,0,0,0,0,0,1,0,0,1,1,0
310,2017-05-04,2017,5,4,1,2637,1372,1224,41,45,0,17.9,0.6,1.1,61.0,62.88581,19.906544333726444,262,0,1,0,0,0,0,1,0,0,1,0,1,0
311,2017-05-08,2017,5,8,1,2637,1792,715,130,151,0,17.7,0.0,1.0,50.3,62.258169,19.768600000000003,308,0,1,0,0,0,1,0,0,0,0,1,1,0
312,2017-05-10,2017,5,10,0,2637,2346,68,223,0,0,16.6,0.1,1.1,74.8,61.342232,18.57522367250198,500,0,1,0,0,0,0,0,0,1,0,1,1,0
313,2017-05-11,2017,5,11,0,2637,2316,57,264,471,0,19.9,0.0,1.3,61.6,65.746016,21.859021037635756,501,0,1,0,0,0,0,1,0,0,1,0,1,0
314,2017-05-12,2017,5,12,0,2637,2235,113,289,96,0,17.0,9.1,0.8,85.4,62.23062,19.218371079064717,507,0,1,0,0,1,0,0,0,0,0,1,1,0
315,2017-05-15,2017,5,15,0,2637,2350,63,224,516,0,16.0,0.0,1.1,49.0,60.0146,17.960767982706074,505,0,1,0,0,0,1,0,0,0,0,1,1,0
316,2017-05-16,2017,5,16,0,2637,2330,41,266,486,0,16.5,0.0,1.0,60.6,60.89821,18.547,533,0,1,0,0,0,0,0,1,0,1,0,1,0
317,2017-05-17,2017,5,17,0,2637,2323,46,268,0,0,17.1,0.0,0.9,60.5,61.741545,19.23452570823862,484,0,1,0,0,0,0,0,0,1,0,1,1,0
318,2017-05-18,2017,5,18,0,2637,2290,60,287,343,0,18.8,0.0,0.9,58.0,64.02896000000001,20.953858027674283,459,0,1,0,0,0,0,1,0,0,0,1,1,0
319,2017-05-19,2017,5,19,0,2637,2186,146,305,81,0,20.3,0.0,1.0,53.8,65.861786,22.415400000000005,414,0,1,0,0,1,0,0,0,0,0,1,1,0
320,2017-05-22,2017,5,22,0,2637,2334,63,240,504,0,19.6,0.0,1.2,56.6,65.064864,21.596277468899032,585,0,1,0,0,0,1,0,0,0,0,1,1,0
321,2017-05-23,2017,5,23,0,2637,2333,47,257,429,0,18.9,0.0,1.0,67.6,64.590836,20.9902,545,0,1,0,0,0,0,0,1,0,1,0,1,0
322,2017-05-24,2017,5,24,0,2637,2311,49,277,0,0,20.2,3.9,1.1,73.9,66.872822,22.26195781127742,387,0,1,0,0,0,0,0,0,1,0,1,1,0
323,2017-05-25,2017,5,25,0,2637,2290,57,290,320,0,21.5,0.0,1.9,51.9,67.340215,23.329271508417182,456,0,1,0,0,0,0,1,0,0,1,0,1,0
324,2017-05-26,2017,5,26,0,2637,2171,164,302,60,0,17.4,0.0,1.6,43.8,61.675588,19.11402103205184,462,0,1,0,0,1,0,0,0,0,0,1,1,0
325,2017-05-29,2017,5,29,0,2637,2309,88,240,394,0,23.5,0.0,1.0,51.6,69.96094,25.673000000000005,555,0,1,0,0,0,1,0,0,0,0,1,1,0
326,2017-05-30,2017,5,30,0,2637,2324,57,256,293,0,23.4,0.0,0.8,51.6,69.828856,25.64456949136958,579,0,1,0,0,0,0,0,1,0,1,0,1,0
327,2017-05-31,2017,5,31,0,2637,2329,43,265,0,0,21.3,0.8,1.4,69.3,68.25639100000001,23.271640067910248,0,0,1,0,0,0,0,0,0,1,1,0,1,0
328,2017-06-01,2017,6,1,0,2648,2317,66,265,317,0,23.4,0.0,1.6,58.1,70.405146,25.407821824900857,505,0,0,1,0,0,0,1,0,0,1,0,1,0
329,2017-06-02,2017,6,2,0,2648,2190,165,293,77,0,20.0,0.0,1.8,49.3,65.2115,21.770781138915297,480,0,0,1,0,1,0,0,0,0,0,1,1,0
330,2017-06-05,2017,6,5,1,2648,1865,633,150,174,0,19.5,0.0,1.3,50.5,64.622525,21.44502156543855,306,0,0,1,0,0,1,0,0,0,0,1,1,0
331,2017-06-07,2017,6,7,0,2648,2345,75,228,0,0,19.6,12.6,1.8,72.3,65.866192,21.34794157165715,549,0,0,1,0,0,0,0,0,1,0,1,1,0
332,2017-06-08,2017,6,8,0,2648,2311,63,274,423,0,21.3,0.0,1.2,54.6,67.258702,23.3468300927218,443,0,0,1,0,0,0,1,0,0,1,0,1,0
333,2017-06-09,2017,6,9,0,2648,2224,130,294,67,0,22.6,0.0,1.4,49.6,68.610704,24.623550148775905,460,0,0,1,0,1,0,0,0,0,0,1,1,0
334,2017-06-12,2017,6,12,0,2648,2352,87,209,529,0,19.0,0.0,1.4,56.5,64.23815,20.87979915560946,552,0,0,1,0,0,1,0,0,0,0,1,1,0
335,2017-06-13,2017,6,13,0,2648,2367,47,234,451,0,18.8,0.3,1.2,65.8,64.365296,20.772487998864783,540,0,0,1,0,0,0,0,1,0,1,0,1,0
336,2017-06-14,2017,6,14,0,2648,2340,55,253,0,0,20.9,0.0,1.4,61.1,67.133901,22.8556677353362,408,0,0,1,0,0,0,0,0,1,0,1,1,0
337,2017-06-15,2017,6,15,0,2648,2316,64,268,318,0,23.3,0.0,1.2,48.8,69.451296,25.406303767807408,443,0,0,1,0,0,0,1,0,0,1,0,1,0
338,2017-06-16,2017,6,16,0,2648,2179,164,305,62,0,21.8,0.0,1.2,57.6,68.152432,23.8616985114932,383,0,0,1,0,1,0,0,0,0,0,1,1,0
339,2017-06-19,2017,6,19,0,2648,2320,102,226,455,0,24.1,0.0,1.4,54.5,71.030655,26.1834463959286,489,0,0,1,0,0,1,0,0,0,0,1,1,0
340,2017-06-20,2017,6,20,0,2648,2329,66,253,429,0,21.2,10.3,1.0,73.3,68.374304,23.3316,508,0,0,1,0,0,0,0,1,0,1,0,1,0
341,2017-06-21,2017,6,21,0,2648,2319,60,269,0,0,22.5,0.0,1.3,66.6,69.83635,24.55001760691752,445,0,0,1,0,0,0,0,0,1,0,1,1,0
342,2017-06-22,2017,6,22,0,2648,2306,69,273,317,0,23.5,0.0,1.3,62.9,70.973985,25.58501628741051,451,0,0,1,0,0,0,1,0,0,1,0,1,0
343,2017-06-23,2017,6,23,0,2648,2196,162,290,57,0,23.8,0.0,1.1,62.9,71.403798,25.94869195005286,441,0,0,1,0,1,0,0,0,0,0,1,1,0
344,2017-06-26,2017,6,26,0,2648,2299,112,237,374,0,21.7,10.5,0.9,84.5,69.946635,23.88683669024099,539,0,0,1,0,0,1,0,0,0,0,1,1,0
345,2017-06-27,2017,6,27,0,2648,2333,59,256,309,0,22.8,0.0,1.0,70.1,70.566672,24.9604,575,0,0,1,0,0,0,0,1,0,1,0,1,0
346,2017-06-28,2017,6,28,0,2648,2331,58,259,0,0,23.4,0.0,1.1,66.6,71.158756,25.53905482352225,0,0,0,1,0,0,0,0,0,1,1,0,1,0
347,2017-06-29,2017,6,29,0,2648,2316,66,266,209,0,22.0,4.8,0.8,78.8,70.01424,24.238838588677893,451,0,0,1,0,0,0,1,0,0,1,0,1,0
348,2017-06-30,2017,6,30,0,2648,2164,188,296,34,0,24.1,0.0,1.1,75.9,73.076281,26.255919794950813,370,0,0,1,0,1,0,0,0,0,0,1,1,0
349,2017-07-03,2017,7,3,0,2839,2559,66,214,414,0,26.6,0.3,1.6,72.6,76.582684,28.76451558108701,501,0,0,1,0,0,1,0,0,0,0,1,1,0
350,2017-07-04,2017,7,4,0,2839,2542,50,247,368,0,26.1,1.9,1.2,80.5,76.729895,28.289566912927256,432,0,0,1,0,0,0,0,1,0,1,0,1,0
351,2017-07-05,2017,7,5,0,2839,2533,46,260,0,0,25.8,17.6,1.2,81.8,76.393956,27.980645861664417,340,0,0,1,0,0,0,0,0,1,0,1,1,0
352,2017-07-06,2017,7,6,0,2839,2499,72,268,341,0,24.8,5.2,1.0,89.6,75.573792,26.996400000000005,501,0,0,1,0,0,0,1,0,0,1,0,1,0
353,2017-07-07,2017,7,7,0,2839,2405,146,288,73,0,25.2,0.3,0.9,90.4,76.33779200000001,27.42663852437323,472,0,0,1,0,1,0,0,0,0,0,1,1,0
354,2017-07-10,2017,7,10,0,2839,2526,98,215,406,0,26.9,0.0,1.9,85.8,78.668998,29.05804253849467,527,0,0,1,0,0,1,0,0,0,0,1,1,0
355,2017-07-11,2017,7,11,0,2839,2545,62,232,380,0,26.1,0.0,1.7,78.5,76.499115,28.22929943613448,444,0,0,1,0,0,0,0,1,0,1,0,1,0
356,2017-07-12,2017,7,12,0,2839,2507,69,263,0,0,27.4,0.0,1.2,75.6,78.190456,29.62822480173289,414,0,0,1,0,0,0,0,0,1,0,1,1,0
357,2017-07-13,2017,7,13,0,2839,2483,79,277,311,0,26.8,0.0,1.1,78.3,77.585656,29.020970399032397,461,0,0,1,0,0,0,1,0,0,1,0,1,0
358,2017-07-14,2017,7,14,0,2839,2344,209,286,57,0,26.7,0.0,1.2,81.9,77.863927,28.90740901545294,485,0,0,1,0,1,0,0,0,0,0,1,1,0
359,2017-07-17,2017,7,17,0,2839,2495,132,212,424,0,26.6,4.8,1.2,83.1,77.846254,28.804435331698663,500,0,0,1,0,0,1,0,0,0,0,1,1,0
360,2017-07-18,2017,7,18,0,2839,2502,98,239,419,0,26.7,1.9,0.9,83.6,78.070188,28.94369645328705,513,0,0,1,0,0,0,0,1,0,1,0,1,0
361,2017-07-19,2017,7,19,0,2839,2501,79,259,0,0,27.8,0.0,1.0,73.5,78.53617,30.050400000000003,457,0,0,1,0,0,0,0,0,1,0,1,1,0
362,2017-07-20,2017,7,20,0,2839,2471,90,278,270,0,28.5,0.0,1.1,78.1,80.252615,30.761928186787458,429,0,0,1,0,0,0,1,0,0,1,0,1,0
363,2017-07-21,2017,7,21,0,2839,2332,206,301,46,0,30.2,0.0,1.4,73.5,82.22653,32.52702446768284,410,0,0,1,0,1,0,0,0,0,0,1,1,0
364,2017-07-24,2017,7,24,0,2839,2391,237,211,401,0,29.7,0.1,0.9,79.4,82.348782,31.97781231111468,486,0,0,1,0,0,1,0,0,0,0,1,1,0
365,2017-07-25,2017,7,25,0,2839,2382,214,243,272,0,27.3,17.2,0.9,87.4,79.53639799999999,29.550519624852576,514,0,0,1,0,0,0,0,1,0,1,0,1,0
366,2017-07-26,2017,7,26,0,2839,2339,254,246,0,0,26.1,0.0,1.3,69.9,75.50676100000001,28.27601285669228,0,0,0,1,0,0,0,0,0,1,1,0,1,0
367,2017-07-27,2017,7,27,0,2839,2265,334,240,221,0,25.7,0.0,1.2,64.1,74.25966299999999,27.87767217791013,486,0,0,1,0,0,0,1,0,0,1,0,1,0
368,2017-07-28,2017,7,28,0,2839,2156,419,264,46,0,27.2,0.0,1.0,68.0,76.91904,29.4396,459,0,0,1,0,1,0,0,0,0,0,1,1,0
369,2017-07-31,2017,7,31,0,2839,2159,524,156,192,0,26.2,38.2,0.8,87.0,77.64706,28.45603129675296,455,0,0,1,0,0,1,0,0,0,0,1,1,0
370,2017-08-01,2017,8,1,0,2645,1998,466,181,320,0,27.3,0.0,1.2,81.5,78.785505,29.525251117978623,509,0,0,1,0,0,0,0,1,0,1,0,1,0
371,2017-08-02,2017,8,2,0,2645,2003,454,188,0,0,26.9,0.0,1.1,81.5,78.138765,29.12337968066504,337,0,0,1,0,0,0,0,0,1,0,1,1,0
372,2017-08-03,2017,8,3,0,2645,1987,451,207,301,0,27.5,0.0,1.4,71.8,77.85515000000001,29.719211222808006,401,0,0,1,0,0,0,1,0,0,1,0,1,0
373,2017-08-04,2017,8,4,0,2645,1863,544,238,55,0,28.9,0.0,1.2,71.0,79.86981,31.172830058047108,354,0,0,1,0,1,0,0,0,0,0,1,1,0
374,2017-08-07,2017,8,7,0,2645,2049,428,168,351,0,30.5,0.0,1.4,60.3,80.589685,32.83900371711338,497,0,0,1,0,0,1,0,0,0,0,1,1,0
375,2017-08-08,2017,8,8,0,2645,2024,414,207,350,0,28.0,0.0,1.0,70.5,78.4411,30.254,445,0,0,1,0,0,0,0,1,0,1,0,1,0
376,2017-08-09,2017,8,9,0,2645,2007,428,210,0,0,26.7,0.2,0.8,87.0,78.48271,28.95807804771428,372,0,0,1,0,0,0,0,0,1,0,1,1,0
377,2017-08-10,2017,8,10,0,2645,1979,438,228,292,0,28.8,0.0,1.4,72.4,79.917488,31.071121303673667,438,0,0,1,0,0,0,1,0,0,1,0,1,0
378,2017-08-11,2017,8,11,0,2645,1839,566,240,66,0,26.6,28.8,1.2,78.8,77.32879199999999,28.804435331698663,393,0,0,1,0,1,0,0,0,0,0,1,1,0
379,2017-08-14,2017,8,14,1,2645,1651,863,131,114,0,22.0,48.5,0.7,96.6,71.34568,24.29282949333423,275,0,0,1,0,0,1,0,0,0,0,1,1,0
380,2017-08-16,2017,8,16,0,2645,2062,403,180,0,0,26.3,0.8,0.7,85.5,77.638135,28.575655657044024,433,0,0,1,0,0,0,0,0,1,0,1,1,0
381,2017-08-17,2017,8,17,0,2645,2067,357,221,380,0,26.8,0.8,0.8,80.0,77.7936,29.058487397906543,507,0,0,1,0,0,0,1,0,0,1,0,1,0
382,2017-08-18,2017,8,18,0,2645,1977,396,272,61,0,26.6,0.0,1.1,77.4,77.160316,28.81615183576709,484,0,0,1,0,1,0,0,0,0,0,1,1,0
383,2017-08-21,2017,8,21,0,2645,2402,74,169,618,0,25.3,20.2,1.1,90.8,76.551276,27.48483117454262,673,0,0,1,0,0,1,0,0,0,0,1,1,0
384,2017-08-22,2017,8,22,0,2645,2358,74,213,484,0,26.1,8.1,1.0,88.8,77.68763200000001,28.3198,604,0,0,1,0,0,0,0,1,0,1,0,1,0
385,2017-08-23,2017,8,23,0,2645,2358,72,215,0,0,28.3,11.6,1.3,77.3,79.82624100000001,30.55300995377685,537,0,0,1,0,0,0,0,0,1,0,1,1,0
386,2017-08-24,2017,8,24,0,2645,2308,78,259,344,0,29.4,0.3,2.2,68.3,80.22649799999999,31.717802297008365,489,0,0,1,0,0,0,1,0,0,1,0,1,0
387,2017-08-25,2017,8,25,0,2645,2171,164,310,55,0,27.6,0.8,1.1,66.9,77.369056,29.8402446520936,354,0,0,1,0,1,0,0,0,0,0,1,1,0
388,2017-08-28,2017,8,28,0,2645,2251,169,225,337,0,24.9,0.0,1.0,71.0,73.81821,27.0982,514,0,0,1,0,0,1,0,0,0,0,1,1,0
389,2017-08-29,2017,8,29,0,2645,2264,121,260,294,0,26.9,0.0,1.5,55.6,74.945036,29.08700433492414,609,0,0,1,0,0,0,0,1,0,1,0,1,0
390,2017-08-30,2017,8,30,0,2645,2259,116,270,0,0,22.3,0.0,1.6,45.8,67.92486600000001,24.25395834621187,395,0,0,1,0,0,0,0,0,1,0,1,1,0
391,2017-08-31,2017,8,31,0,2645,2254,110,281,189,0,21.9,0.0,1.1,59.8,68.452838,24.002915599032484,487,0,0,1,0,0,0,1,0,0,0,1,1,0
392,2017-09-01,2017,9,1,0,2642,2162,177,303,45,0,22.7,0.0,1.5,50.8,68.83888400000001,24.69978757563872,0,1,0,0,0,1,0,0,0,0,1,0,1,0
393,2017-09-04,2017,9,4,0,2642,2286,113,243,416,0,21.8,0.0,0.9,69.5,69.01899,23.98797388550192,581,1,0,0,0,0,1,0,0,0,0,1,1,0
394,2017-09-05,2017,9,5,0,2642,2303,74,265,390,0,21.5,0.7,0.9,76.3,69.044555,23.68456229971915,518,1,0,0,0,0,0,0,1,0,1,0,1,0
395,2017-09-06,2017,9,6,0,2642,2298,69,275,0,0,20.8,32.3,0.6,86.4,68.58428800000002,23.16948108917712,503,1,0,0,0,0,0,0,0,1,0,1,1,0
396,2017-09-07,2017,9,7,0,2642,2285,78,279,358,0,20.6,1.0,0.5,81.0,67.92214000000001,23.05694022038154,455,1,0,0,0,0,0,1,0,0,1,0,1,0
397,2017-09-08,2017,9,8,0,2642,2182,155,305,66,0,22.3,0.0,0.5,73.8,70.10242600000001,24.71678186944054,494,1,0,0,0,1,0,0,0,0,0,1,1,0
398,2017-09-11,2017,9,11,0,2642,2338,101,203,478,0,20.9,74.4,0.8,87.5,68.821125,23.134335736562992,510,1,0,0,0,0,1,0,0,0,0,1,1,0
399,2017-09-12,2017,9,12,0,2642,2328,72,242,430,0,22.9,0.0,0.8,70.5,70.75055499999999,25.142522740408264,540,1,0,0,0,0,0,0,1,0,1,0,1,0
400,2017-09-13,2017,9,13,0,2642,2332,57,253,0,0,20.6,0.0,0.9,62.9,66.81912600000001,22.774327542370862,476,1,0,0,0,0,0,0,0,1,0,1,1,0
401,2017-09-14,2017,9,14,0,2642,2283,68,291,317,0,20.3,0.0,1.2,65.5,66.54003499999999,22.317093255179,437,1,0,0,0,0,0,1,0,0,1,0,1,0
402,2017-09-15,2017,9,15,0,2642,2154,198,290,70,0,20.0,0.0,1.5,58.8,65.73400000000001,21.879433944669515,454,1,0,0,0,1,0,0,0,0,0,1,1,0
403,2017-09-18,2017,9,18,0,2642,2329,93,220,501,0,20.8,0.0,0.7,71.0,67.61532,23.097622191833825,552,1,0,0,0,0,1,0,0,0,0,1,1,0
404,2017-09-19,2017,9,19,0,2642,2347,49,246,432,0,21.7,0.0,1.0,70.6,68.948198,23.8406,567,1,0,0,0,0,0,0,1,0,1,0,1,0
405,2017-09-20,2017,9,20,0,2642,2301,62,279,0,0,20.6,0.0,0.9,65.4,66.971476,22.774327542370862,411,1,0,0,0,0,0,0,0,1,0,1,1,0
406,2017-09-21,2017,9,21,0,2642,2292,70,280,334,0,18.2,0.0,0.7,70.0,63.6446,20.50800637191628,546,1,0,0,0,0,0,1,0,0,1,0,1,0
407,2017-09-22,2017,9,22,0,2642,2177,174,291,67,0,19.3,0.0,0.7,70.0,65.2979,21.60361306495832,490,1,0,0,0,1,0,0,0,0,0,1,1,0
408,2017-09-25,2017,9,25,0,2642,2287,97,258,385,0,21.7,0.0,0.8,72.5,69.084675,23.9376105381011,592,1,0,0,0,0,1,0,0,0,0,1,1,0
409,2017-09-26,2017,9,26,0,2642,2300,81,261,342,0,22.1,0.0,1.0,65.0,69.12735,24.247800000000005,573,1,0,0,0,0,0,0,1,0,1,0,1,0
410,2017-09-27,2017,9,27,0,2642,2307,70,265,0,0,19.2,8.2,1.4,81.5,65.68902,21.087785321896483,0,1,0,0,0,0,0,0,0,1,0,1,1,0
411,2017-09-28,2017,9,28,0,2642,2277,102,263,202,0,20.1,0.0,1.1,63.0,66.10837000000001,22.159548529644766,473,1,0,0,0,0,0,1,0,0,1,0,1,0
412,2017-09-29,2017,9,29,1,2642,2180,214,248,22,0,15.8,0.0,0.8,58.3,59.880386,18.013458876757554,0,1,0,0,0,1,0,0,0,0,1,0,1,0
413,2017-10-10,2017,10,10,0,2645,2331,105,209,641,0,21.6,0.0,0.6,78.3,69.342772,23.958986852758848,746,1,0,0,0,0,0,0,1,0,0,1,1,0
414,2017-10-11,2017,10,11,0,2645,2335,60,250,0,0,21.1,0.0,1.0,72.8,68.187792,23.229800000000004,613,1,0,0,0,0,0,0,0,1,1,0,1,0
415,2017-10-12,2017,10,12,0,2645,2330,46,269,1017,0,14.4,18.6,1.2,79.1,57.929196000000005,16.24164591367645,626,1,0,0,0,0,0,1,0,0,0,1,1,0
416,2017-10-13,2017,10,13,0,2645,2314,63,268,86,0,14.3,0.0,1.1,58.9,57.798773,16.219810194951005,628,1,0,0,0,1,0,0,0,0,0,1,1,0
417,2017-10-16,2017,10,16,0,2645,2330,90,225,464,0,15.6,0.0,1.3,66.1,59.692184,17.408526711515904,497,1,0,0,0,0,1,0,0,0,0,1,1,0
418,2017-10-17,2017,10,17,0,2645,2331,56,258,453,0,14.9,0.0,0.7,75.4,58.709054,17.221186292790165,555,1,0,0,0,0,0,0,1,0,1,0,1,0
419,2017-10-18,2017,10,18,0,2645,2330,45,270,0,0,15.9,0.0,1.4,61.9,60.070979,17.656013578160582,490,1,0,0,0,0,0,0,0,1,0,1,1,0
420,2017-10-19,2017,10,19,0,2645,2296,67,282,341,0,16.6,0.0,1.2,61.4,61.056276,18.50706695627062,514,1,0,0,0,0,0,1,0,0,1,0,1,0
421,2017-10-20,2017,10,20,0,2645,2154,190,301,53,0,15.9,0.0,0.9,68.6,60.167526,18.020879365107568,416,1,0,0,0,1,0,0,0,0,0,1,1,0
422,2017-10-23,2017,10,23,0,2645,2279,116,250,435,0,14.9,0.0,1.4,48.4,58.587284,16.61608274672546,538,1,0,0,0,0,1,0,0,0,0,1,1,0
423,2017-10-24,2017,10,24,0,2645,2322,65,258,400,0,11.4,0.1,0.5,76.4,53.231304,14.074267766650484,439,1,0,0,0,0,0,0,1,0,1,0,1,0
424,2017-10-25,2017,10,25,0,2645,2281,75,289,0,0,11.3,0.0,0.5,72.5,53.19607500000001,13.976630022588187,0,1,0,0,0,0,0,0,0,1,1,0,1,0
425,2017-10-26,2017,10,26,0,2645,2242,101,302,251,0,11.8,0.0,0.6,73.6,53.931152,14.287541248882684,405,1,0,0,0,0,0,1,0,0,1,0,1,0
426,2017-10-27,2017,10,27,0,2645,2126,210,309,57,0,13.1,0.0,0.7,69.8,55.981962,15.428375340539557,327,1,0,0,0,1,0,0,0,0,0,1,1,0
427,2017-10-30,2017,10,30,0,2645,2271,124,250,374,0,9.0,0.0,1.4,39.9,51.43939,10.480490841258234,589,1,0,0,0,0,1,0,0,0,0,1,1,0
428,2017-10-31,2017,10,31,0,2645,2292,63,290,238,0,8.1,0.0,0.9,58.0,49.21802,10.132178134755724,503,1,0,0,0,0,0,0,1,0,1,0,1,0
429,2017-11-01,2017,11,1,0,2644,2302,63,279,0,0,9.9,0.0,0.7,61.9,51.534119,12.241155869871807,424,1,0,0,0,0,0,0,0,1,0,1,1,0
430,2017-11-02,2017,11,2,0,2644,2287,53,304,333,0,11.0,0.0,0.5,74.0,52.6866,13.683716790401304,469,1,0,0,0,0,0,1,0,0,1,0,1,0
431,2017-11-03,2017,11,3,0,2644,2167,173,304,58,0,12.1,0.0,0.8,65.5,54.580745,14.2983129196438,406,1,0,0,0,1,0,0,0,0,0,1,1,0
432,2017-11-06,2017,11,6,0,2644,2307,93,244,452,0,8.2,0.0,0.7,71.0,48.55278,10.547945526079566,451,1,0,0,0,0,1,0,0,0,0,1,1,0
433,2017-11-07,2017,11,7,0,2644,2301,75,268,462,0,13.0,0.0,0.6,74.9,55.75893000000001,15.471799894255271,522,1,0,0,0,0,0,0,1,0,1,0,1,0
434,2017-11-08,2017,11,8,0,2644,2308,60,276,0,0,15.3,0.0,1.3,53.8,59.148686,17.098027107368004,397,1,0,0,0,0,0,0,0,1,0,1,1,0
435,2017-11-09,2017,11,9,0,2644,2267,90,287,347,0,9.8,0.0,0.6,61.4,51.414828,12.313776839928362,414,1,0,0,0,0,0,1,0,0,1,0,1,0
436,2017-11-10,2017,11,10,0,2644,2168,184,292,56,0,12.7,0.0,1.8,61.1,55.531803,14.05395903645407,397,1,0,0,0,1,0,0,0,0,0,1,1,0
437,2017-11-13,2017,11,13,0,2644,2297,107,240,525,0,8.1,0.0,0.6,68.1,48.583639000000005,10.636077092317192,547,1,0,0,0,0,1,0,0,0,0,1,1,0
438,2017-11-14,2017,11,14,0,2644,2297,78,269,388,0,10.2,0.0,1.1,47.9,52.549242,12.021029648012307,515,1,0,0,0,0,0,0,1,0,1,0,1,0
439,2017-11-15,2017,11,15,0,2644,2281,87,276,0,0,6.1,0.0,1.2,49.0,47.19311,7.694830162071171,363,1,0,0,0,0,0,0,0,1,0,1,1,0
440,2017-11-16,2017,11,16,0,2644,2232,129,283,347,0,3.4,0.0,0.7,64.4,42.012504,5.767116320077945,437,1,0,0,0,0,0,1,0,0,0,1,1,0
441,2017-11-17,2017,11,17,0,2644,2120,213,311,58,0,5.9,0.0,0.5,60.8,45.935928,8.704191843224308,332,1,0,0,0,1,0,0,0,0,0,1,1,0
442,2017-11-20,2017,11,20,0,2644,2300,107,237,517,0,4.5,0.0,0.8,43.6,45.65258,6.667202305031772,569,1,0,0,0,0,1,0,0,0,0,1,1,0
443,2017-11-21,2017,11,21,0,2644,2311,77,256,435,0,2.7,0.0,0.7,67.6,40.627148000000005,5.069912060869375,486,1,0,0,0,0,0,0,1,0,1,0,1,0
444,2017-11-22,2017,11,22,0,2644,2303,64,277,0,0,6.5,0.0,1.1,60.6,46.79881,8.231886227604221,424,1,0,0,0,0,0,0,0,1,0,1,1,0
445,2017-11-23,2017,11,23,0,2644,2234,122,288,305,0,3.5,0.0,1.6,47.6,43.97754,4.533382528618281,433,1,0,0,0,0,0,1,0,0,1,0,1,0
446,2017-11-24,2017,11,24,0,2644,2131,210,303,63,0,2.3,0.0,1.9,56.1,41.418097,2.960307845919452,378,1,0,0,0,1,0,0,0,0,0,1,1,0
447,2017-11-27,2017,11,27,0,2644,2250,132,262,402,0,5.2,0.0,0.4,74.3,43.712064,8.31292446159582,483,1,0,0,0,0,1,0,0,0,0,1,1,0
448,2017-11-28,2017,11,28,0,2644,2267,112,265,347,0,8.4,0.0,0.8,77.9,48.442464,10.583166962530052,517,1,0,0,0,0,0,0,1,0,1,0,1,0
449,2017-11-29,2017,11,29,0,2644,2305,78,261,0,0,9.4,0.0,0.7,55.6,51.137336000000005,11.743152827579973,0,1,0,0,0,0,0,0,0,1,1,0,1,0
450,2017-11-30,2017,11,30,0,2644,2280,97,267,256,0,6.1,0.0,2.3,22.1,49.415319,6.683755877100242,511,1,0,0,0,0,0,1,0,0,1,0,1,0
451,2017-12-01,2017,12,1,0,2665,2154,243,268,136,0,1.2,0.0,1.9,31.0,43.20728,1.793335969422186,381,0,0,0,1,1,0,0,0,0,0,1,1,0
452,2017-12-04,2017,12,4,0,2665,2342,117,206,868,0,3.3,0.0,1.8,53.6,43.059312,4.117229205887559,625,0,0,0,1,0,1,0,0,0,0,1,1,0
453,2017-12-05,2017,12,5,0,2665,2380,60,225,871,0,-1.4,0.0,1.4,47.1,37.777894,-0.3347898056670439,571,0,0,0,1,0,0,0,1,0,1,0,1,0
454,2017-12-06,2017,12,6,0,2665,2333,78,254,0,0,-0.2,0.0,0.7,61.1,37.279722,2.181494415576727,414,0,0,0,1,0,0,0,0,1,0,1,1,0
455,2017-12-07,2017,12,7,0,2665,2297,98,270,608,0,2.0,0.0,1.0,64.0,40.0352,3.786000000000001,509,0,0,0,1,0,0,1,0,0,1,0,1,0
456,2017-12-08,2017,12,8,0,2665,2192,169,304,141,0,0.7,0.0,2.3,35.0,42.10455,0.8813350923537323,407,0,0,0,1,1,0,0,0,0,0,1,1,0
457,2017-12-11,2017,12,11,0,2665,2353,93,219,748,0,0.6,0.0,2.4,39.9,41.317306,0.6869766614160808,536,0,0,0,1,0,1,0,0,0,0,1,1,0
458,2017-12-12,2017,12,12,0,2665,2355,73,237,604,0,-2.7,0.0,2.0,30.8,38.885316,-2.4577165055443584,641,0,0,0,1,0,0,0,1,0,1,0,1,0
459,2017-12-13,2017,12,13,0,2665,2352,67,246,0,0,-3.2,0.0,1.5,34.8,37.629136,-2.3547157732880803,430,0,0,0,1,0,0,0,0,1,0,1,1,0
