datetime,worker_number,real_number,biztrip_number,overtime_number,telecom_number,vacation_number
2020-09-07,3132,2408.0,163,774,439.0,122
2020-09-08,3132,2427.0,173,730,441.0,91
2020-09-09,3132,2426.0,180,3,424.0,102
2020-09-10,3132,2376.0,220,600,430.0,106
2020-09-11,3132,2286.0,259,2,376.0,211
2020-09-14,3132,2474.0,188,725,368.0,102
2020-09-15,3132,2422.0,209,676,422.0,79
2020-09-16,3132,2470.0,229,0,361.0,72
2020-09-17,3132,2435.0,245,588,368.0,84
2020-09-18,3132,2300.0,281,1,310.0,241
2020-09-21,3132,2463.0,210,742,354.0,105
2020-09-22,3132,2467.0,224,600,342.0,99
2020-09-23,3132,2465.0,234,1,345.0,88
2020-09-24,3132,2454.0,262,505,314.0,102
2020-09-25,3132,2343.0,287,1,265.0,237
2020-09-28,3132,1817.0,188,81,142.0,985
2020-10-05,3008,2494.0,131,825,292.0,91
2020-10-06,3008,2482.0,183,804,279.0,64
2020-10-07,3008,2430.0,232,6,292.0,54
2020-10-08,3008,2446.0,225,734,249.0,88
2020-10-12,3008,2467.0,215,555,221.0,105
2020-10-13,3008,2500.0,248,534,188.0,72
2020-10-14,3008,2502.0,267,3,171.0,68
2020-10-15,3008,2467.0,269,898,175.0,97
2020-10-16,3008,2378.0,270,4,180.0,180
2020-10-19,3008,2519.0,211,588,135.0,143
2020-10-20,3008,2539.0,241,518,144.0,84
2020-10-21,3008,2502.0,239,6,160.0,107
2020-10-22,3008,2459.0,271,791,162.0,116
2020-10-23,3008,2367.0,283,2,135.0,223
2020-10-26,3008,2480.0,228,570,144.0,156
2020-10-27,3008,2502.0,265,496,136.0,105
2020-10-28,3008,2478.0,287,3,138.0,105
2020-10-29,3008,2442.0,298,418,137.0,131
2020-10-30,3008,2263.0,298,1,107.0,340
2020-11-02,3021,2514.0,213,616,132.0,162
2020-11-03,3021,2544.0,270,530,107.0,100
2020-11-04,3021,2503.0,283,1,123.0,112
2020-11-05,3021,2485.0,306,464,116.0,114
2020-11-06,3021,2331.0,305,1,119.0,266
2020-11-09,3021,2505.0,241,691,131.0,144
2020-11-10,3021,2504.0,289,526,124.0,104
2020-11-11,3021,2498.0,303,1,115.0,105
2020-11-12,3021,2483.0,308,464,105.0,125
2020-11-13,3021,2296.0,292,0,116.0,317
2020-11-16,3021,2512.0,217,733,128.0,164
2020-11-17,3021,2516.0,274,691,119.0,112
2020-11-18,3021,2523.0,282,0,123.0,93
2020-11-19,3021,2490.0,277,541,110.0,144
2020-11-20,3021,2239.0,292,0,147.0,343
2020-11-23,3021,2354.0,208,899,261.0,198
2020-11-24,3021,2281.0,181,878,357.0,202
2020-11-25,3021,2237.0,191,3,387.0,206
2020-11-26,3021,2181.0,219,641,391.0,230
2020-11-27,3021,2079.0,235,2,301.0,406
2020-11-30,3021,2275.0,148,798,345.0,253
2020-12-01,2990,2217.0,161,878,408.0,204
2020-12-02,2990,2212.0,157,5,398.0,223
2020-12-03,2990,2168.0,219,667,361.0,242
2020-12-04,2990,2038.0,233,3,292.0,427
2020-12-07,2990,2255.0,185,941,339.0,211
2020-12-08,2990,2259.0,182,852,377.0,172
2020-12-09,2990,2181.0,191,2,419.0,199
2020-12-10,2990,2212.0,229,683,337.0,212
2020-12-11,2990,2072.0,228,0,292.0,398
2020-12-14,2990,2291.0,142,892,336.0,221
2020-12-15,2990,2208.0,179,814,400.0,203
2020-12-16,2990,2249.0,187,1,359.0,195
2020-12-17,2990,2246.0,184,653,334.0,226
2020-12-18,2990,2084.0,196,1,307.0,403
2020-12-21,2990,2250.0,153,526,339.0,248
2020-12-22,2990,2219.0,171,362,330.0,270
2020-12-23,2990,2071.0,193,5,324.0,402
2020-12-24,2990,1780.0,160,24,273.0,777
2021-01-04,2983,2460.0,91,490,340.0,92
2021-01-05,2983,2338.0,156,500,390.0,99
2021-01-06,2983,2309.0,156,11,433.0,85
2021-01-07,2983,2282.0,182,413,421.0,98
2021-01-08,2983,2137.0,218,0,373.0,255
2021-01-11,2983,2351.0,158,517,369.0,105
2021-01-12,2983,2328.0,168,433,404.0,83
2021-01-13,2983,2335.0,175,8,393.0,80
2021-01-14,2983,2318.0,205,428,370.0,90
2021-01-15,2983,2193.0,222,0,339.0,229
2021-01-18,2983,2396.0,163,509,357.0,67
2021-01-19,2983,2373.0,176,508,372.0,62
2021-01-20,2983,2319.0,198,4,391.0,75
2021-01-21,2983,2309.0,231,462,351.0,92
2021-01-22,2983,2177.0,248,1,303.0,255
2021-01-25,2983,2396.0,153,616,327.0,107
2021-01-26,2983,2369.0,183,551,362.0,69
