datetime,new_lunch,lunch_rice,lunch_soup,lunch_main,lunch_number
2019-09-06,N,밥,된장찌개,수제돈까스,687.0
2019-09-09,N,밥,김치콩나물국,짬뽕불고기,1228.0
2019-09-10,N,밥,맑은순두부국,사천식탕수육,812.0
2019-09-11,N,나물비빔밥,팽이장국,생선까스*칠리소스,916.0
2019-09-16,N,밥,황태국,훈제오리고추장볶음,1283.0
2019-09-17,N,밥,꽃게된장찌개,돈육굴소스볶음,1010.0
2019-09-18,N,밥,소고기미역국,탄두리치킨,1006.0
2019-09-19,N,밥,쇠고기샤브국,주꾸미볶음,701.0
2019-09-20,N,밥,열무된장국,대패삼겹*파채,662.0
2019-09-23,N,밥,근대국,유자청제육볶음,1239.0
2019-09-24,N,밥,얼갈이된장국,버섯불고기,899.0
2019-09-25,N,곤드레밥*양념장,맑은국,돈육강정,803.0
2019-09-26,N,밥,콩나물김치국,해물누룽지탕,620.0
2019-09-27,N,밥,어묵국,언양식불고기,722.0
2019-09-30,N,밥,콩가루배추국,짬뽕불고기,1030.0
2019-10-02,N,밥,돈육김치찌개,닭갈비,1241.0
2019-10-04,N,밥,해물된장찌개,소불고기,1215.0
2019-10-07,N,밥,콩비지찌개,돈육굴소스볶음,1133.0
2019-10-08,N,밥,동태탕,마늘간장치킨,883.0
2019-10-10,N,밥,옹심이만두국,굴비구이,862.0
2019-10-11,N,밥,아욱국,매운돼지갈비찜,566.0
2019-10-14,N,밥,북어해장국,제육볶음,1140.0
2019-10-15,N,밥,콩나물국,닭갈비,867.0
2019-10-16,N,콩나물밥,가쯔오국,돈육강정,765.0
2019-10-17,N,밥,알탕,해물굴소스볶음,708.0
2019-10-18,N,밥,우거지된장국,쇠고기장조림,581.0
2019-10-21,N,밥,고추장찌개,훈제오리단호박볶음,1107.0
2019-10-22,N,밥,얼큰순두부찌개,짬뽕불고기,1090.0
2019-10-23,N,카레라이스,우동국,유린기,785.0
2019-10-24,N,밥,건새우아욱국,등갈비김치말이,705.0
2019-10-25,N,나물비빔밥,팽이장국,생선까스*칠리소스,546.0
2019-10-28,N,밥,소고기미역국,유자청제육볶음,915.0
2019-10-29,N,밥,된장찌개,오징어볶음,808.0
2019-10-30,N,마파두부덮밥,맑은국,치킨핑거,771.0
2019-10-31,N,밥,매운콩나물국,동파삼겹수육,671.0
2019-11-01,N,밥,옥수수스프,딸기드레싱샐러드,586.0
2019-11-04,N,밥,근대국,소고기낙지볶음,1058.0
2019-11-05,N,밥,고추장찌개,순살파닭,773.0
2019-11-06,N,김치제육덮밥,가쯔오장국,시금치프리타타,773.0
2019-11-07,N,밥,오징어국,미니채소떡갈비,700.0
2019-11-08,N,야채볶음밥*짜장소스,미역장국,사천식탕수육,535.0
2019-11-11,N,밥,돈육김치찌개,언양식불고기*양파채,1079.0
2019-11-12,N,밥,차돌된장찌개,주꾸미볶음,769.0
2019-11-13,N,곤드레밥*양념장,맑은국,돈육강정,733.0
2019-11-14,N,밥,콩나물국,해물누룽지탕,677.0
2019-11-15,N,김치볶음밥,나가사끼짬뽕국,치킨텐더샐러드,543.0
2019-11-18,N,밥,김치콩나물국,소고기장조림,1032.0
2019-11-19,N,밥,육개장,탕수어,762.0
2019-11-20,N,콩나물밥*양념장,미소장국,닭강정,759.0
2019-11-21,N,밥,된장찌개,류산슬,613.0
2019-11-22,N,카레덮밥,맑은국,생선까스,551.0
2019-11-25,N,밥,고추장찌개,버섯불고기,1097.0
2019-11-26,N,밥,김치두부국,누룽지탕수육,816.0
2019-11-27,N,나물비빔밥,맑은국,감자치즈구이,732.0
2019-11-28,N,밥,아욱국,닭볶음탕,644.0
2019-11-29,N,오므라이스,미소장국,모듬튀김,572.0
2019-12-02,N,밥,열무된장국,훈제오리구이,1140.0
2019-12-03,N,밥,홍합탕,마늘간장치킨,873.0
2019-12-04,N,김치볶음밥/계란,팽이장국,해물까스*칠리소스,879.0
2019-12-05,N,밥,쇠고기샤브국,닭갈비,779.0
2019-12-06,N,밥,근대국,수제돈가스,631.0
2019-12-09,N,밥,들깨시래기국,유자청돈육볶음,1120.0
2019-12-10,N,밥,매운소고기국,유린기,742.0
2019-12-11,N,단호박영양밥,유부장국,새송이너비아니구이,858.0
2019-12-12,N,밥,굴미역국,매운돼지갈비찜,731.0
2019-12-13,N,밥,참치김치찌개,안동찜닭,639.0
2019-12-16,N,밥,열무된장국,훈제오리볶음,1103.0
2019-12-17,N,밥,무채국,소고기숙주볶음,739.0
2019-12-18,N,콩나물밥,미소장국,언양식불고기*양파채,683.0
2019-12-19,N,밥,된장찌개,대패삼겹*파채,862.0
2019-12-20,N,밥,감자양파국,매운닭찜,481.0
2019-12-23,N,밥,아욱국,돈육김치볶음,741.0
2019-12-24,N,밥,오징어국,치킨핑거,462.0
2019-12-26,N,밥,된장찌개,짬뽕불고기,594.0
2019-12-27,N,파인애플볶음밥,가쯔오장국,사천식탕수육,387.0
2019-12-30,N,밥,고추장찌개,버섯불고기,652.0
2019-12-31,N,밥,배추된장국,닭볶음탕,349.0
2020-01-02,N,밥,떡국,제육볶음,985.0
2020-01-03,N,비빔밥,미소장국,탕수어,635.0
2020-01-06,N,밥,된장찌개,돈육김치볶음,1133.0
2020-01-07,N,밥,미역국,순살파닭,904.0
2020-01-08,N,곤드레밥*양념장,맑은국,돈육강정,740.0
2020-01-09,N,밥,육개장,가자미튀김,773.0
2020-01-10,N,참치회덮밥,미소장국,또띠아피자,573.0
2020-01-13,N,밥,근대국,훈제오리구이,945.0
2020-01-14,N,밥,시래기국,함박스테이크*소스,820.0
2020-01-15,N,단호박영양밥,연두부탕,오징어숙회무침,633.0
2020-01-16,N,밥,해물된장찌개,묵은지닭찜,761.0
2020-01-17,N,김치필라프,크림스프,토마토스파게티,696.0
2020-01-20,N,밥,순두부찌개,닭갈비,1075.0
2020-01-21,N,밥,어묵국,등갈비김치찜,868.0
2020-01-22,N,불고기비빔밥,미역장국,허니버터치킨,782.0
2020-01-23,N,밥,아욱국,돼지갈비찜,685.0
2020-01-28,N,밥,황태국,오리고추장볶음,1042.0
2020-01-29,N,콩나물밥*양념장,가쯔오장국,치킨핑거,1197.0
2020-01-30,N,밥,들깨시래기국,닭오븐구이,736.0
2020-01-31,N,김치제육덮밥,계란국,오징어튀김,623.0
2020-02-03,N,밥,미역국,쇠고기낙지볶음,1081.0
2020-02-04,N,밥,차돌박이찌개,돈육강정,849.0
2020-02-05,N,단호박영양밥,유부장국,언양식불고기,660.0
2020-02-06,N,밥,어묵탕,동파삼겹수육,637.0
2020-02-07,N,밥,두부김치국,굴비구이,539.0
2020-02-10,N,밥,매운콩나물국,소고기숙주볶음,1233.0
2020-02-11,N,밥,냉이된장찌개,레몬탕수육,1075.0
2020-02-12,N,곤드레밥*강된장,팽이장국,닭데리야끼조림,1173.0
2020-02-13,N,밥,동태찌개,돈육간장볶음,834.0
2020-02-14,N,김밥볶음밥,미니짬뽕,크림새우,776.0
2020-02-17,N,밥,쇠고기샤브국,유자청제육볶음,1370.0
2020-02-18,N,밥,차돌된장찌개,주꾸미볶음,939.0
2020-02-19,N,나물비빔밥,미소장국,사과고구마그라탕,930.0
2020-02-20,N,밥,근대국,간장마늘치킨,826.0
2020-02-21,N,밥,들깨미역국,짬뽕불고기,627.0
2020-02-24,N,밥,된장찌개,돈육김치볶음,1282.0
2020-02-25,N,밥,부대찌개,훈제오리구이,1238.0
2020-02-26,N,낙지비빔밥,팽이장국,치킨텐더*콘소스D,1105.0
2020-02-27,N,밥,북어국,닭갈비,1000.0
2020-02-28,N,밥,아욱국,소고기장조림,750.0
2020-03-02,N,밥,두부김치국,소고기버섯볶음,1362.0
2020-03-03,N,밥,쇠고기무국,오징어볶음*소면,1074.0
2020-03-04,N,콩나물밥*달래장,고추장찌개,갈치구이,999.0
2020-03-05,N,밥,미역국,수원왕갈비통닭,989.0
2020-03-06,N,곤드레밥,건새우아욱국,돈육간장볶음,642.0
2020-03-09,N,밥,콩나물국,소불고기,1276.0
2020-03-10,N,밥,대파육개장*칼국수,가자미엿장조림,1019.0
2020-03-11,N,카레라이스,미소시루,감자만두*양념,967.0
2020-03-12,N,밥,순두부찌개,해물돼지갈비찜,804.0
2020-03-13,N,밥,설렁탕,동태포전,593.0
2020-03-16,N,밥,어묵국,돈육굴소스볶음,1284.0
2020-03-17,N,밥,대구탕,차돌박이숙주볶음,914.0
2020-03-18,N,마파두부덮밥,조갯살무국,레몬유린기,831.0
2020-03-19,N,밥,콩비지찌개,짜장닭볶음,829.0
2020-03-20,N,밥,갈비탕,칠리새우,627.0
2020-03-23,N,밥,시래기국,오리양념불고기*쌈무,1110.0
2020-03-24,N,밥,소고기미역국,해물누룽지탕,1083.0
2020-03-25,N,밥,유부주머니국,목살스테이크,1022.0
2020-03-26,N,밥,배추된장국,제육볶음,955.0
2020-03-27,N,봄나물비빔밥,맑은국,치킨너겟,839.0
2020-03-30,N,밥,우렁된장찌개,주꾸미볶음,1000.0
2020-03-31,N,밥,고추장찌개,안동찜닭,859.0
2020-04-01,N,밥,들깨시래기국,삼겹살수육&풋고추,939.0
2020-04-02,N,밥,경상도식소고기국,등갈비김치찜,1009.0
2020-04-03,N,밥,순대국밥,고추튀김,802.0
2020-04-06,N,밥,미역국,오리불고기,1161.0
2020-04-07,N,밥,꽃게된장국,후르츠탕수육,969.0
2020-04-08,N,낙지비빔밥,계란국,닭강정,1032.0
2020-04-09,N,밥,두부김치국,소고기브로컬리볶음,880.0
2020-04-10,N,고기듬뿍카레라이스,미니우동,고구마고로케,780.0
2020-04-13,N,밥,아욱국,치즈닭갈비,1145.0
2020-04-14,N,밥,홍초콩나물국,LA갈비구이,879.0
2020-04-16,N,밥,전복장각삼계탕,육전,947.0
2020-04-17,N,밥,소고기당면국,바질페스토스파게티,759.0
2020-04-20,N,밥,황태국,우엉불고기,1089.0
2020-04-21,N,밥,멸치국수,오향장육,911.0
2020-04-22,N,밥,나주곰탕,춘천닭갈비,945.0
2020-04-23,N,밥,새우완자탕,고구마치즈돈까스,880.0
2020-04-24,N,밥,대구지리탕,카레닭볶음,639.0
2020-04-27,N,밥,육개장,수원왕갈비,1223.0
2020-04-28,N,건강비빔밥*약고추장,제첩두부국,깻잎전,824.0
2020-04-29,N,새우날치알볶음밥,쌀국수(숙주들어감),장어구이*소스,680.0
2020-05-04,N,밥,버섯들깨국,삼겹살더덕고추장구이,504.0
2020-05-06,N,밥,왕갈비탕,해물전,1254.0
2020-05-07,N,밥,냉메밀소바,히레카츠*소스,959.0
2020-05-08,N,밥,아욱수제비국,해물섞어찜,620.0
2020-05-11,N,밥,돈육김치찌개,냉족발야채무침,1249.0
2020-05-12,N,밥,열무물국수,소갈비찜,968.0
2020-05-13,N,밥,닭개장,떡갈비,844.0
2020-05-14,N,소고기콩나물밥*양념,들깨미역국,바싹불고기*양파초절임,793.0
2020-05-15,N,밥,유부주머니된장국,생선까스*타르,614.0
2020-05-18,N,밥,연두부탕,제육볶음,1141.0
2020-05-19,N,밥,들깨수제비,닭볶음탕,935.0
2020-05-20,N,닭살카레라이스,미역미소시루,후르츠탕수육,791.0
2020-05-21,N,밥,차돌된장찌개,주꾸미볶음,653.0
2020-05-22,N,소불고기덮밥,맑은국,야채비빔만두,512.0
2020-05-25,N,밥,매콤콩나물국,짬뽕불고기,1062.0
2020-05-26,N,밥,시래기국,고추잡채*꽃빵,781.0
2020-05-27,N,곤드레밥*양념장,무채국,꽁치한마리구이,704.0
2020-05-28,N,밥,콩비지찌개,오징어볶음,662.0
2020-05-29,N,마파두부덮밥,유부장국,레몬유린기,450.0
2020-06-01,N,밥,소고기미역국,닭갈비,1114.0
2020-06-02,N,밥,된장찌개,돈육고추장볶음,761.0
2020-06-03,N,열무보리비빔밥/강된장,가쯔오장국,깐풍육,693.0
2020-06-04,N,밥,육개장,소고기장조림,657.0
2020-06-05,N,베이컨김치볶음밥,냉모밀국수,해물부추전,505.0
2020-06-08,N,밥,대구탕,오삼불고기,1130.0
2020-06-09,N,밥,시금치된장국,닭볶음탕,823.0
2020-06-10,N,나물비빔밥,오이사과냉국,치킨핑거,719.0
2020-06-11,N,밥,매운소고기국,굴비구이,682.0
2020-06-12,N,돈육버섯고추장덮밥,팽이무국,양파링카레튀김,516.0
2020-07-01,N,밥,냉모밀국수,매운돈갈비찜,866.0
2020-07-02,N,밥,대파육개장,홍어미나리초무침,675.0
2020-07-03,N,카레라이스,동태알탕,부추고추전*간장,607.0
2020-07-06,N,밥,매운소고기무국,춘천닭갈비,1132.0
2020-07-07,N,밥,물만두국,오리불고기,917.0
2020-07-08,N,밥,한방설렁탕,오징어초무침,847.0
2020-07-09,N,밥,시금치된장국,닭볶음탕,717.0
2020-07-10,N,밥,맑은콩나물국,돈육고추장볶음,611.0
2020-07-13,N,마파두부덮밥,미역미소시루,레몬유린기,1260.0
2020-07-14,N,밥,건새우무채국,쭈꾸미삼겹고추장볶음,814.0
2020-07-15,N,비빔밥*약고추장,콩가루배춧국,열기어구이,842.0
2020-07-16,N,밥,장각삼계탕,해물잡채,971.0
2020-07-17,N,밥,김치우동,수제돈가스*소스,656.0
2020-07-20,N,밥,호박맑은국,돈육김치볶음,1190.0
2020-07-21,N,밥,닭개장,양장피,861.0
2020-07-22,N,밥,아욱국,오리불고기,823.0
2020-07-23,N,밥,소고기미역국,깻잎통닭*치킨소스,758.0
2020-07-24,N,밥,해물수제비국,만가닥버섯불고기,450.0
2020-07-27,N,밥,황태미역국,안동찜닭,1118.0
2020-07-28,N,밥,호박된장찌개,목살스테이크,873.0
2020-07-29,N,밥,우거지국,삼겹살수육,871.0
2020-07-30,N,낙지비빔밥*계란후라이,팽이장국,후라이드*강정소스,704.0
2020-07-31,N,밥,짜글이돼지찌개,새우까스*소스,477.0
2020-08-03,N,밥,김치두부국,오리대패불고기,1033.0
2020-08-04,N,밥,냉이된장국,돈갈비찜,776.0
2020-08-05,N,밥,맑은콩나물국,장어강정,720.0
2020-08-06,N,밥,건새우아욱국,쭈삼불고기,763.0
2020-08-07,N,밥,얼갈이된장국,닭다리바베큐오븐구이,476.0
2020-08-10,N,밥,뼈없는감자탕,생선까스&소스,1011.0
2020-08-11,N,밥,떡국,매운쇠고기버섯볶음,805.0
2020-08-12,N,밥,북어채국,오징어볶음&소면사리,701.0
2020-08-13,N,밥,유부장국,바베큐폭립,594.0
2020-08-14,N,밥,동태탕,살살치킨&칠리소스,477.0
2020-08-18,N,밥,부대찌개,치즈닭갈비,971.0
2020-08-19,N,밥,맑은버섯육개장,매콤해물볶음,801.0
2020-08-20,N,밥,순남시래기국,오리불고기,749.0
2020-08-21,N,밥,어묵국,오향장육,514.0
2020-08-24,N,밥,바지락미역국,콩나물두루치기,1178.0
2020-08-25,N,밥,시금치된장국,카레닭찜,1046.0
2020-08-26,N,밥,나주곰탕,적어구이&양념장,897.0
2020-08-27,N,밥,다슬기아욱국,돈사태김치찜,963.0
2020-08-28,N,밥,순두부찌개,소불고기,784.0
2020-08-31,Y,밥,황태콩나물해장국,시금치프리타타,1243.0
2020-09-01,N,밥,우거지국,매콤돼지갈비찜,1021.0
2020-09-02,Y,밥,냉족발야채무침,부추샐러드*오리엔탈,1006.0
2020-09-03,N,밥,매운계란파국,마파두부,924.0
2020-09-04,N,밥,옹심이만두국,대패삽겹숙주볶음,746.0
2020-09-07,N,밥,아욱된장국,생선까스*소스,1186.0
2020-09-08,N,계란채소볶음밥,짬뽕국,짜장소스,986.0
2020-09-09,N,밥,홍합살미역국,수육*새우젓*쌈장,965.0
2020-09-10,N,밥,돈육김치찌개,수완왕갈비맛통닭,881.0
2020-09-11,Y,밥,잔치국수,순대채소볶음,661.0
2020-09-14,N,밥,배추국,오리고추장불고기,1191.0
2020-09-15,N,밥,순두부찌개,류산슬,855.0
2020-09-16,Y,밥,유부장국,목살찹스테이크,953.0
2020-09-17,N,밥,감자수제비국,쇠고기낙지볶음,797.0
2020-09-18,Y,밥,버섯국,비엔나떡조림,570.0
2020-09-21,N,밥,옹심이만둣국,춘천닭갈비,1176.0
2020-09-22,N,밥,매운콩나물국,돈갈비찜,908.0
2020-09-23,N,밥,갈비탕,오향장육,970.0
2020-09-24,N,밥,북엇국,콩나물파채불고기,739.0
2020-09-25,N,밥,동태탕,닭다리살스테이크,540.0
2020-09-28,N,밥,떡만두국,오리대패불고기,358.0
2020-10-05,N,밥,건새우미역국,매운소불고기,1252.0
2020-10-06,N,단호박카레라이스,통계란꼬치어묵탕,두부강정,977.0
2020-10-07,N,밥,꽃게탕,바베큐장각오븐구이,880.0
2020-10-08,Y,밥,우거지된장국,닭살겨자냉채,923.0
2020-10-12,N,밥,김칫국,훈제오리볶음,1096.0
2020-10-13,N,밥,순남시래기국,장어고추장양념구이,839.0
2020-10-14,Y,밥,두부된장찌개,츄러스채소맛탕,797.0
2020-10-15,Y,밥,홍합살무국,돈갈비양념구이,793.0
2020-10-16,N,밥,매운쇠고기국,갈릭순살치킨,660.0
2020-10-19,N,밥,얼갈이된장국,쭈꾸미삼겹살볶음,1035.0
2020-10-20,N,밥,유부김칫국,치킨까스&소스,851.0
2020-10-21,Y,밥,미역미소시루국,차돌비빔국수,887.0
2020-10-22,N,밥,곤드레밥/찰현미밥,된장찌개,799.0
2020-10-23,N,밥,북엇국,춘천닭갈비,648.0
2020-10-26,N,밥,맑은콩나물국,묵은지닭볶음탕,1069.0
2020-10-27,N,밥,쇠고기미역국,오삼불고기,839.0
2020-10-28,Y,밥,삼계탕,고기완자전,791.0
2020-10-29,Y,밥,깐풍기,감자채볶음,667.0
2020-10-30,N,밥,건새우아욱국,쇠고기숙주볶음,398.0
2020-11-02,Y,밥,돼지김치찌개,당면채소무침,1150.0
2020-11-03,N,밥,동태매운탕,대패삼겹살볶음,810.0
2020-11-04,Y,전주비빔밥,바지락냉이국,찰떡떡갈비조림,789.0
2020-11-05,N,밥,홍합국,쇠고기낙지볶음,596.0
2020-11-06,N,밥,근대된장국,수제탕수육,459.0
2020-11-09,Y,밥,아욱된장국,매운족발볶음,1076.0
2020-11-10,N,밥,미역국,동파육,784.0
2020-11-11,N,밥,한방설렁탕,골뱅이채소무침,747.0
2020-11-12,N,밥,북엇국,해물돼지갈비찜,678.0
2020-11-13,N,밥,시금치된장국,안동찜닭,529.0
2020-11-16,N,밥,호박된장찌개,오리주물럭,1068.0
2020-11-17,N,밥,미소장국,알리오올리오파스타,784.0
2020-11-18,Y,밥,순두부찌개,New)요거닭,774.0
2020-11-19,N,밥,얼갈이된장국,쇠고기당면볶음,653.0
2020-11-20,N,밥,황태채국,제육고추장불고기,747.0
2020-11-23,Y,밥,어묵매운탕,등심돈까스,1292.0
2020-11-24,Y,밥,불낙찌개,코다리강정,1156.0
2020-11-25,N,밥,콩비지김치찌개,해물누룽지탕,1146.0
2020-11-26,Y,밥,조갯살아욱국,돼지간장불고기,1034.0
2020-11-27,N,밥,팽이된장국,오징어볶음,895.0
2020-11-30,N,밥,굴미역국,닭간장조림,1273.0
2020-12-01,N,밥,김치두부국,LA갈비구이,1324.0
2020-12-02,Y,밥,팽이장국,메밀전병,1188.0
2020-12-03,N,밥,된장찌개,오향장육,1059.0
2020-12-04,Y,밥,육개장,갈치감자조림,858.0
2020-12-07,N,밥,유부주머니국,삼겹살김치볶음,1317.0
2020-12-08,N,밥,우거지국,훈제오리마늘볶음,1138.0
2020-12-09,N,밥,호박고추장찌개,만가닥버섯불고기,994.0
2020-12-10,N,밥,북엇국,제육고추장불고기,975.0
2020-12-11,N,밥,근대국,닭다리살스테이크,742.0
2020-12-14,Y,밥,(New)캔꽁치튀김,쫄면채소무침,1329.0
2020-12-15,N,밥,굴떡국,콩나물파채불고기,1202.0
2020-12-16,Y,밥,해물완자전,가자미무조림,1135.0
2020-12-17,Y,밥,(New)탄두리치킨,문어꽈리고추조림,1096.0
2020-12-18,N,밥,동태알탕,수제돈까스&소스,917.0
2020-12-21,N,밥,바지락살무국,오삼불고기,1256.0
2020-12-22,N,밥,매운쇠고기샤브샤브,하와이언함박스테이크,984.0
2020-12-23,Y,밥,건새우아욱국,(New)파프리카계란전,768.0
2020-12-24,Y,호박된장국,오리대패불고기,고등어김치말이찜,591.0
2021-01-04,N,밥,소고기떡국,봉추찜닭,1405.0
2021-01-05,N,밥,유부된장국,돈육도라지고추장볶음,1128.0
2021-01-06,N,밥,오리들깨탕,꽁치한마리레몬구이,1014.0
2021-01-07,N,밥,아욱된장국,목살스테이크,1040.0
2021-01-08,N,밥,콩나물맑은국,매운소고기낙지볶음,726.0
2021-01-11,N,밥,미역국,오리대패불고기,1257.0
2021-01-12,Y,밥,된장찌개,콩나물볶음,963.0
2021-01-13,N,밥,시금치된장국,돈육두루치기,913.0
2021-01-14,N,밥,콩나물김칫국,소갈비찜,1038.0
2021-01-15,N,밥,뼈없는감자탕,고등어구이*와사비장,702.0
2021-01-18,N,밥,어묵국,춘천닭갈비,1277.0
2021-01-19,N,밥,맑은콩나물국,삼겹살김치찜,1038.0
2021-01-20,N,밥,아욱국,수제함박스테이크,1093.0
2021-01-21,N,밥,냉이된장국,동파육,832.0
2021-01-22,N,전주비빔밥*약고추장,계란파국,요거닭,579.0
2021-01-25,N,밥,전주식콩나물해장국,돈육간장불고기,1145.0
2021-01-26,N,밥,들깨미역국,교촌간장치킨,1015.0
