일자,요일,본사정원수,실질정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,중식계,석식계,Month,Date,Season,연휴,New_lunch,New_dinner,lunch_rice,lunch_soup,lunch_main,dinner_rice,dinner_soup,dinner_main,기온,강수량,풍속,습도,불쾌지수,체감온도
2018-07-05,목,2704,2341,93,270,234,0,876,509,7,5,여름,N,N,N,밥,근대국,닭볶음탕,멸치주먹밥,열무김치국수,부추만두,23.5,81.9,0.8,86.4,73.08076,25.744978841561846
2018-07-06,금,2704,2221,194,289,36,0,661,389,7,6,여름,N,N,N,밥,도토리묵냉국,동파삼겹수육,밥,배추된장국,가자미카레튀김,21.2,4.9,1.2,83.8,69.076544,23.243856408967517
2018-07-09,월,2704,2337,139,228,300,0,1097,519,7,9,여름,N,N,N,밥,고추장찌개,돈육굴소스볶음,밥,닭개장,갈치구이,19.3,23.4,0.6,89.4,66.230458,21.68915778246138
2018-07-10,화,2704,2357,96,251,292,0,838,524,7,10,여름,N,N,N,밥,쇠고기매운국,훈제오리구이,볶음밥/짜장소스,맑은국,사천식탕수육,24.0,0.0,0.4,82.0,73.49719999999999,26.43482305405972
2018-07-11,수,2704,2354,95,255,1,0,894,435,7,11,여름,N,N,N,나물비빔밥,미소장국,오징어튀김,밥,무채국,콩나물불고기,26.6,0.0,1.0,75.6,76.943704,28.828800000000008
2018-07-12,목,2704,2332,102,270,244,0,764,487,7,12,여름,N,N,N,밥,호박잎된장찌개,깐풍기,빠에야,냉모밀국수,감자치즈구이,27.0,0.0,1.3,75.6,77.56708,29.207511669135965
2018-07-13,금,2704,2202,200,302,29,0,585,394,7,13,여름,N,N,N,밥,어묵국,등갈비김치찜,밥,시금치국,해물누룽지탕,27.5,0.0,1.0,75.0,78.26875,29.745000000000005
2018-07-16,월,2704,2355,150,199,318,0,1061,529,7,16,여름,N,N,N,밥,된장찌개,소불고기,밥,돈육김치찌개,꽁치오븐구이,27.9,0.0,1.1,69.5,78.157095,30.147472496991554
2018-07-17,화,2704,2337,111,256,307,0,1116,451,7,17,여름,N,N,N,삼계탕,찹쌀밥,생야채,해물굴소스볶음밥,가쯔오국,로제파스타,27.3,0.0,1.1,70.9,77.436443,29.533016807195644
2018-07-18,수,2704,2342,108,254,0,0,839,407,7,18,여름,N,N,N,콩나물밥,유부장국,해물까스*칠리소스,밥,소고기미역국,오징어볶음,27.9,0.0,1.0,69.1,78.10381100000001,30.152200000000008
2018-07-19,목,2704,2306,113,285,265,0,748,554,7,19,여름,N,N,N,밥,해물순두부찌개,안동찜닭,김밥,김치말이국수,떡볶이,28.1,0.0,0.9,67.4,78.17280600000001,30.359617186939943
2018-07-20,금,2704,2140,273,291,49,0,489,394,7,20,여름,N,N,N,밥,우무콩국,유자청제육볶음,밥,꽃게탕,돈육간장강정,28.6,0.0,0.8,67.0,78.85538,30.865855701367288
2018-07-23,월,2704,2257,224,223,341,0,991,515,7,23,여름,N,N,N,밥,어묵국,돈육굴소스볶음,밥,매운소고기국,유산슬,28.6,0.0,1.1,69.1,79.149674,30.86433746842011
2018-07-24,화,2704,2271,201,232,392,0,886,526,7,24,여름,N,N,N,밥,우거지해장국,삼치양념구이,김치볶음밥,유부장국,탄두리치킨,28.8,0.0,1.3,71.8,79.832216,31.07050929402334
2018-07-25,수,2704,2222,226,256,1,0,760,0,7,25,여름,N,N,N,밥,쇠고기샤브국,유린기,None,None,None,29.4,0.0,1.2,69.0,80.33014,31.68769847681851
2018-07-26,목,2704,2167,272,265,299,0,714,484,7,26,여름,N,N,N,밥,오이지냉국,매운돼지갈비찜,멸치주먹밥,우동,표고버섯탕수육,30.6,0.0,1.0,62.6,81.098244,32.900800000000004
2018-07-27,금,2704,2030,403,271,59,0,589,388,7,27,여름,N,N,N,밥,닭곰탕,주꾸미떡볶음,밥,차돌박이찌개,쇠고기장조림,30.0,0.4,1.0,71.1,81.54939999999999,32.290000000000006
2018-07-30,월,2704,2024,487,193,401,0,944,436,7,30,여름,N,N,N,밥,근대국,닭갈비,밥,호박젓국찌개,장어강정,28.1,4.9,1.6,71.0,78.65949,30.33796577929926
2018-07-31,화,2704,2043,433,228,287,0,789,494,7,31,여름,N,N,N,밥,콩나물국,짬뽕불고기,김밥볶음밥,꼬치어묵탕,케이준샐러드,28.4,0.0,1.2,65.1,78.298216,30.657961639275705
2018-08-01,수,2996,2298,489,209,0,0,820,395,8,1,여름,N,N,N,카레덮밥,가쯔오장국,떡갈비조림,밥,쇠고기무국,꽁치김치말이,29.1,0.0,1.1,62.4,78.924616,31.37638387658336
2018-08-02,목,2996,2219,548,229,209,0,631,425,8,2,여름,N,N,N,밥,돈육김치찌개,갈치양념조림,야채주먹밥,잔치국수,훈제오리냉채,29.4,0.0,1.6,61.9,79.278914,31.701622617749877
2018-08-03,금,2996,2089,665,242,34,0,540,367,8,3,여름,N,N,N,밥,연두부탕,닭오븐구이,밥,콩가루배추국,언양식불고기,28.9,0.0,1.3,67.4,79.354614,31.174009162072643
2018-08-06,월,2996,2334,504,158,333,0,1092,522,8,6,여름,N,N,N,밥,콩나물김치국,소불고기,밥,어묵국,닭볶음탕,30.0,0.0,1.2,66.8,80.8872,32.305540579344196
2018-08-07,화,2996,2321,469,206,366,0,773,534,8,7,여름,N,N,N,밥,얼갈이된장국,오징어볶음,목살필라프,미니우동,생선까스*탈탈소스,28.4,0.1,1.2,73.9,79.514024,30.657961639275705
2018-08-08,수,2996,2291,470,235,0,0,896,421,8,8,여름,N,N,N,열무보리비빔밥,맑은국,깐풍육,밥,육개장,고추잡채*꽃빵,27.9,3.5,0.9,77.5,79.222775,30.1573427964181
2018-08-09,목,2996,2278,491,227,271,0,821,509,8,9,여름,N,N,N,밥,미역오이냉국,돈육장조림,밥,옛날돈까스,미소장국,28.8,0.0,1.0,75.1,80.30121199999999,31.0684
2018-08-10,금,2996,2180,562,254,30,0,548,467,8,10,여름,N,N,N,밥,된장찌개,굴비구이,밥,시래기국,돈삼겹보쌈,27.1,1.6,1.1,81.9,78.51225099999999,29.328198243930345
2018-08-13,월,2996,2237,575,184,297,0,930,465,8,13,여름,N,N,N,밥,들깨버섯국,제육볶음,밥,콩나물국,닭데리야끼구이,29.2,0.0,1.1,67.1,79.753968,31.478793158216014
2018-08-14,화,2996,2228,551,217,153,0,772,393,8,14,여름,Y,N,N,밥,차돌박이된장찌개,해물누룽지탕,곤드레밥*강된장,맑은국,후르츠탕수육,29.1,0.0,1.0,65.0,79.30185,31.373800000000003
2018-08-16,목,2996,2287,481,228,228,0,789,488,8,16,여름,N,N,N,밥,닭개장,동태포전,충무김밥,콩국수,오징어초무침,25.6,29.7,1.5,80.9,75.970596,27.72905629038341
2018-08-17,금,2996,2221,530,245,30,0,646,482,8,17,여름,N,N,N,밥,알탕,쇠고기단호박조림,밥,부대찌개,등갈비바베큐조림,24.2,0.0,1.7,60.1,71.706458,26.228346021743633
2018-08-20,월,2996,2586,204,206,475,0,1199,563,8,20,여름,N,N,N,밥,시금치된장국,훈제오리구이,밥,호박새우젓국,매운닭찜,24.8,0.0,1.0,68.5,73.41062,26.996400000000005
2018-08-21,화,2996,2591,168,237,355,0,972,629,8,21,여름,N,N,N,밥,미역국,소고기불고기,투움바스파게티,가쯔오국,함박스테이크,26.6,0.0,1.1,65.5,75.72827000000001,28.816151835767094
2018-08-22,수,2996,2611,147,238,0,0,1000,536,8,22,여름,N,N,N,비빔밥,미소장국,해물까스,밥,시래기국,양념갈비찜,28.9,0.0,2.4,62.4,78.63906399999999,31.183559492246136
2018-08-23,목,2996,2601,132,263,289,0,835,577,8,23,여름,N,N,N,밥,된장찌개,꽁치레몬구이,멸치주먹밥,나가사끼짬뽕,새우또띠아,26.4,17.7,3.1,79.5,77.09361999999999,28.446123821733458
2018-08-24,금,2996,2493,219,284,46,0,678,529,8,24,여름,N,N,N,밥,우무묵냉국,마늘치킨,밥,어묵국,오징어볶음,27.8,5.4,3.2,66.5,77.61063,29.979360589736345
2018-08-27,월,2996,2632,138,226,492,0,1221,560,8,27,여름,N,N,N,밥,배추된장국,돈육간장불고기,밥,차돌박이찌개,코다리조림,23.7,46.0,0.5,92.4,73.963612,26.083710286312655
2018-08-28,화,2996,2649,104,243,376,0,873,593,8,28,여름,N,N,N,밥,쇠고기샤브국,탕수어,볶음밥*짜장소스,맑은국,깐풍기,26.1,0.1,1.0,81.5,76.845285,28.3198
2018-08-29,수,2996,2635,103,258,0,0,915,0,8,29,여름,N,N,N,콩나물밥,팽이장국,치킨핑거,None,None,None,26.4,0.0,1.1,76.6,76.75037599999999,28.61133327250178
2018-08-30,목,2996,2626,106,264,304,0,849,556,8,30,여름,N,N,N,밥,근대국,모듬장조림,오므라이스,미역장국,모듬튀김*칠리소스,26.6,6.0,1.3,79.3,77.38896199999999,28.793512196938774
2018-08-31,금,2996,2491,216,289,70,0,817,424,8,31,여름,N,N,N,밥,조랭이떡국,소고기낙지볶음,밥,황태국,유자청제육볶음,24.3,31.6,1.2,85.9,74.364263,26.43604060535021
2018-09-03,월,2763,2408,122,233,393,0,1213,577,9,3,가을,N,N,N,밥,콩나물국,버섯불고기,밥,돈육김치찌개,유산슬,23.4,58.1,0.6,87.9,73.047214,25.735374820817732
2018-09-04,화,2763,2410,91,262,404,0,938,604,9,4,가을,N,N,N,밥,들깨시래기국,동파삼겹수육,닭갈비볶음밥,가쯔오장국,크림카레우동,24.2,33.3,1.5,67.6,72.430808,26.266650703954937
2018-09-05,수,2763,2401,93,269,0,0,829,425,9,5,가을,N,N,N,김치제육덮밥,맑은국,샐러드파스타,밥,육개장,고등어구이,22.4,0.0,1.2,68.3,69.823308,24.47954061401888
2018-09-06,목,2763,2374,106,283,280,0,830,538,9,6,가을,N,N,N,밥,꽃게탕,간장찜닭,꼬마김밥*겨자장,잔치국수,돈육강정,22.0,0.0,0.5,77.6,69.92448,24.423868637253655
2018-09-07,금,2763,2296,164,303,56,0,581,467,9,7,가을,N,N,N,밥,미역국,매운주꾸미볶음,밥,콩비지찌개,생선까스*칠리소스,21.1,3.7,0.9,81.5,68.761035,23.280013518675467
2018-09-10,월,2763,2421,99,243,343,0,1144,535,9,10,가을,N,N,N,밥,연두부국,돈육고추장불고기,밥,청국장찌개,가자미튀김,20.3,0.0,1.2,62.8,66.383516,22.317093255178996
2018-09-11,화,2763,2424,67,272,370,0,960,570,9,11,가을,N,N,N,밥,쇠고기미역국,닭매운찜,김밥,김치말이국수,떡볶이,19.5,0.0,1.3,63.3,65.263165,21.44502156543855
2018-09-12,수,2763,2390,73,300,0,0,805,435,9,12,가을,N,N,N,소불고기덮밥,가쯔오장국,오징어튀김,밥,매운쇠고기국,유린기,22.0,0.0,1.0,70.0,69.356,24.146
2018-09-13,목,2763,2390,67,306,297,0,882,571,9,13,가을,N,N,N,밥,시래기국,등갈비김치찜,밥,크림스프,수제돈까스*칠리소스,20.7,10.2,0.4,84.6,68.30627799999999,23.25385149261659
2018-09-14,금,2763,2276,174,313,132,0,405,375,9,14,가을,N,N,N,밥,고추장찌개,언양식불고기,밥,도토리묵냉국,해물누룽지탕,21.4,24.7,0.5,89.0,69.76254,23.838042172879888
2018-09-17,월,2763,2420,91,252,465,0,1189,522,9,17,가을,N,N,N,밥,어묵국,돈육굴소스볶음,밥,들깨버섯국,오징어볶음,23.1,0.0,0.3,75.4,71.472026,25.653179764729355
2018-09-18,화,2763,2407,67,289,446,0,946,597,9,18,가을,N,N,N,밥,닭개장,류산슬,유부초밥,우동,순대야채볶음,22.8,0.0,0.8,72.0,70.72384,25.042113390216
2018-09-19,수,2763,2398,77,288,0,0,833,0,9,19,가을,N,N,N,카레덮밥,유부장국,감자프리타타,None,None,None,20.6,0.2,0.5,78.1,67.74541400000001,23.05694022038154
2018-09-20,목,2763,2393,93,277,385,0,817,468,9,20,가을,N,N,N,밥,꽃게탕,소고기장조림,김치볶음밥/계란,유부주머니국,해물까스*탈탈소스,20.3,10.1,0.6,89.3,67.91972100000001,22.676039986938537
2018-09-21,금,2763,2262,260,241,51,0,929,247,9,21,가을,Y,N,N,밥,아욱된장국,돼지갈비찜/잡채,밥,시금치된장국,미니채소떡갈비,19.4,18.3,0.6,89.8,66.419588,21.78784600290909
2018-10-08,월,2805,2148,424,233,216,0,895,442,10,8,가을,Y,N,N,밥,어묵탕,돈육고추장불고기,밥,참치김치찌개,안동찜닭,15.5,0.0,0.9,62.3,59.506035,17.616330584063885
2018-10-10,수,2805,2493,80,232,1044,0,1319,751,10,10,가을,N,N,N,곤드레밥*강된장,맑은국,돈육강정,밥,쇠고기샤브국,가자미양념찜,15.0,0.0,1.2,60.0,58.78,16.859488016202132
2018-10-11,목,2805,2498,67,240,430,0,1211,743,10,11,가을,N,N,N,밥,들깨버섯국,오징어볶음,김치주먹밥,우동,타코야끼,12.0,0.0,1.3,47.8,54.863240000000005,13.682531461741146
2018-10-12,금,2805,2325,192,288,28,0,622,467,10,12,가을,N,N,N,밥,설렁탕,김치전,밥,호박젓국찌개,장어강정,9.9,0.0,0.7,66.1,51.345161000000004,12.241155869871807
2018-10-15,월,2805,2461,101,243,268,0,1235,533,10,15,가을,N,N,N,밥,열무된장국,버섯불고기,밥,동태찌개,쇠고기장조림,14.3,0.0,0.5,71.9,57.780183,16.90576234445701
2018-10-16,화,2805,2469,63,273,315,0,928,570,10,16,가을,N,N,N,밥,매운소고기무국,조기구이,해물굴소스볶음밥,가쯔오장국,닭오븐구이,11.8,0.0,0.4,80.0,53.7636,14.674867584482083
2018-10-17,수,2805,2443,68,294,0,0,761,422,10,17,가을,N,N,N,콩나물밥,유부장국,생선가스*칠리소스,밥,차돌박이된장찌개,꽁치구이,12.3,0.0,0.3,73.1,54.711087,15.40909644316708
2018-10-18,목,2805,2432,74,299,175,0,857,532,10,18,가을,N,N,N,밥,감자국,김치제육볶음,유부초밥,짬뽕,탕수육,12.4,0.0,0.7,60.8,55.113408,14.731171081330984
2018-10-19,금,2805,2295,207,303,40,0,627,430,10,19,가을,N,N,N,밥,오징어국,닭갈비,밥,닭곰탕,류산슬,,0.0,0.4,0.0,,
2018-10-22,월,2805,2428,141,236,290,0,1176,498,10,22,가을,N,N,N,밥,고추장찌개,돈육간장불고기,밥,옹심이만두국,코다리조림,12.6,0.0,0.3,75.0,55.1365,15.693654313210477
2018-10-23,화,2805,2455,73,277,243,0,902,446,10,23,가을,N,N,N,밥,콩비지찌개,닭볶음탕,볶음밥*짜장소스,맑은국,탕수어,13.8,0.0,0.4,77.4,56.984188,16.602729136871858
2018-10-24,수,2805,2424,82,299,1,0,777,464,10,24,가을,N,N,N,밥,콩나물국,등갈비김치찜,밥,대구찌개,언양식불고기,11.8,0.0,0.4,71.4,53.988748,14.674867584482083
2018-10-25,목,2805,2380,110,315,158,0,722,469,10,25,가을,N,N,N,밥,얼갈이국,쇠고기낙지볶음,야채주먹밥,김치우동,깐풍기,11.3,0.0,0.5,69.4,53.292578000000006,13.976630022588187
2018-10-26,금,2805,2234,263,308,25,0,528,370,10,26,가을,N,N,N,밥,근대국,오징어볶음,밥,육개장,가자미카레튀김,12.4,0.9,0.2,86.0,54.603359999999995,15.838290585271258
2018-10-29,월,2805,2400,155,250,316,0,1156,596,10,29,가을,N,N,N,밥,황태국,소불고기,밥,해물된장찌개,짬뽕불고기,10.4,0.1,1.1,75.8,51.688968,12.225848211277615
2018-10-30,화,2805,2416,89,300,206,0,932,449,10,30,가을,N,N,N,밥,어묵국,동파삼겹수육,밥,부대찌개,갈치구이,8.1,0.0,0.7,65.0,48.77835,10.4483449176212
2018-10-31,수,2805,2388,111,306,0,0,930,0,10,31,가을,N,N,N,밥,콩나물국,수제돈가스,None,None,None,8.1,0.0,0.5,68.8,48.539671999999996,10.852222212594778
2018-11-01,목,2815,2427,89,299,172,0,703,483,11,1,가을,N,N,N,밥,시래기국,마늘간장치킨,목살필라프,가쯔오장국,로제스파게티,6.8,0.0,0.5,68.8,46.601216,9.582931539784953
2018-11-02,금,2815,2305,211,299,43,0,539,434,11,2,가을,N,N,N,밥,배추된장국,훈제오리구이,밥,순두부찌개,해물누룽지탕,7.6,0.0,0.5,64.4,48.092256,10.364033492283305
2018-11-05,월,2815,2463,104,248,391,0,1088,542,11,5,가을,N,N,N,밥,쇠고기샤브국,오징어볶음,밥,감자국,돈육간장불고기,9.7,0.0,0.3,69.6,50.887888000000004,12.942928236124308
2018-11-06,화,2815,2477,69,269,393,0,813,540,11,6,가을,N,N,N,밥,매운콩나물국,닭데리야끼구이,참치회덮밥,미소장국,쇠고기퀘사디아,10.9,0.0,0.2,74.9,52.500759,14.446314390643632
2018-11-07,수,2815,2448,68,299,0,0,860,379,11,7,가을,N,N,N,곤드레밥*강된장,맑은국,사천식탕수육,밥,된장찌개,해물청경채볶음,12.8,0.5,0.3,82.3,55.32815600000001,15.883359559906076
2018-11-08,목,2815,2458,72,285,305,0,926,443,11,8,가을,N,N,N,밥,미역국,닭갈비,밥,뼈감자탕,해물까스*탈탈소스,14.0,19.5,0.9,88.6,57.25016,16.099272655150067
2018-11-09,금,2815,2328,185,302,38,0,496,454,11,9,가을,N,N,N,밥,육개장,고등어구이,밥,콩비지찌개,쇠고기장조림,12.7,0.0,1.9,62.4,55.509352,13.993496496439057
2018-11-12,월,2815,2464,123,228,401,0,1154,574,11,12,가을,N,N,N,밥,순두부찌개,소고기불고기,밥,차돌박이찌개,유린기,10.6,1.5,0.8,75.4,52.016276,12.792172666759846
2018-11-13,화,2815,2444,91,280,328,0,783,468,11,13,가을,N,N,N,밥,청국장찌개,돈육강정,통새우김밥,미니짬뽕,고구마그라탕,9.5,0.0,0.5,77.0,50.22585,12.219150629466892
2018-11-14,수,2815,2463,89,263,0,0,800,391,11,14,가을,N,N,N,콩나물밥*양념장,팽이장국,치킨핑거*요거트드레싱,밥,시금치된장국,매운돼지갈비찜,8.9,0.0,0.5,75.5,49.364805000000004,11.63332416509313
2018-11-15,목,2815,2386,147,282,291,0,747,540,11,15,가을,N,N,N,밥,아욱국,유자청제육볶음,볶음밥*짜장소스,유부장국,닭오븐구이,8.7,0.0,0.4,74.9,49.087436999999994,11.686682178277927
2018-11-16,금,2815,2269,251,295,59,0,616,435,11,16,가을,N,N,N,밥,알탕,언양식불고기,밥,콩가루배추국,미트볼케찹조림,8.6,1.0,0.3,87.0,48.23218,11.89954937929852
2018-11-19,월,2815,2467,118,230,416,0,1124,442,11,19,가을,N,N,N,밥,꽃게탕,돈육굴소스볶음,밥,닭개장,코다리양념조림,7.1,0.0,0.6,62.6,47.499354,9.649194887840032
2018-11-20,화,2815,2467,70,278,344,0,740,485,11,20,가을,N,N,N,밥,들깨시래기국,주꾸미볶음,김치볶음밥/계란,가쯔오장국,탄두리치킨,5.6,0.0,0.6,60.3,45.556132,8.168871581124293
2018-11-21,수,2815,2444,81,290,0,0,832,411,11,21,가을,N,N,N,카레덮밥,맑은국,새우까스*탈탈소스,밥,열무된장국,삼겹살구이,5.9,0.0,0.4,63.4,45.715994,8.987676004932244
2018-11-22,목,2815,2448,80,287,325,0,718,436,11,22,가을,N,N,N,밥,콩나물국,닭볶음탕,멸치주먹밥,해물수제비,양장피잡채,5.4,0.0,1.8,42.0,46.91332,6.337136933992842
2018-11-23,금,2815,2288,222,305,57,0,527,363,11,23,가을,N,N,N,밥,근대국,버섯불고기,밥,고추장찌개,돈육장조림,2.8,0.0,0.8,56.1,42.100792,4.960243351763291
2018-11-26,월,2815,2493,107,215,447,0,1077,476,11,26,가을,N,N,N,밥,얼갈이국,닭갈비,밥,부대찌개,굴비구이,5.2,0.0,0.5,77.3,43.437504000000004,8.020727634788248
2018-11-27,화,2815,2491,60,264,418,0,839,529,11,27,가을,N,N,N,밥,배추된장국,짬뽕불고기,참치주먹밥,잔치국수,돈육강정,6.6,0.0,0.4,73.4,45.945756,9.66242754826866
2018-11-28,수,2815,2448,69,298,1,0,862,0,11,28,가을,N,N,N,나물비빔밥,가쯔오장국,오징어튀김,None,None,None,5.9,0.0,0.7,58.1,46.164321,8.257131531537125
2018-11-29,목,2815,2436,86,293,354,0,794,454,11,29,가을,N,N,N,밥,두부김치국,레몬탕수육,밥,연두부탕,미니함박조림,5.0,0.0,0.4,53.1,45.385149999999996,8.120138306356841
2018-11-30,금,2815,2305,196,314,60,0,543,362,11,30,가을,N,N,N,밥,매운버섯국,해물누룽지탕,밥,어묵국,깐풍기,5.7,0.0,0.5,67.9,45.038897,8.508916355099718
2018-12-03,월,2846,2579,80,187,798,0,1248,544,12,3,겨울,N,N,N,밥,미역국,쇠고기낙지볶음,밥,된장찌개,돈육간장불고기,12.8,9.5,0.3,90.9,55.188148,15.883359559906076
2018-12-04,화,2846,2536,64,246,802,0,911,617,12,4,겨울,N,N,N,밥,차돌박이찌개,유린기,토마토스파게티,옥수수스프,굴소스볶음밥,13.3,12.0,1.1,68.0,56.30256,15.195717378624497
2018-12-05,수,2846,2505,87,254,0,0,885,414,12,5,겨울,N,N,N,단호박영양밥,유부장국,언양식불고기,밥,육개장,삼치구이,7.3,0.0,1.1,41.1,49.305997000000005,9.051160480665429
2018-12-06,목,2846,2490,90,266,589,0,765,515,12,6,겨울,N,N,N,밥,콩나물국,오리불고기,빠에야,쌀국수,웨지감자,5.8,2.5,1.0,69.4,45.058748,7.654399999999999
2018-12-07,금,2846,2364,182,300,83,0,674,353,12,7,겨울,N,N,N,밥,떡만두국,쇠고기모듬장조림,밥,쇠고기샤브국,오징어볶음,0.2,0.0,3.1,33.8,41.695524,-0.2869755828391322
2018-12-10,월,2846,2544,98,204,863,0,1201,597,12,10,겨울,N,N,N,밥,아욱국,제육볶음,밥,순두부찌개,미트볼케찹조림,-1.7,0.0,0.6,42.1,38.194157,0.964631488441028
2018-12-11,화,2846,2527,69,250,716,0,883,569,12,11,겨울,N,N,N,밥,시금치국,등갈비김치찜,생선초밥,우동,떡볶이,2.0,1.5,0.5,78.1,38.29808,4.896319824794835
2018-12-12,수,2846,2509,75,262,0,0,788,354,12,12,겨울,N,N,N,콩나물밥*양념장,가쯔오국,가자미튀김,밥,오징어국,양념치킨,1.2,0.0,1.7,51.3,40.545544,2.006278373854444
2018-12-13,목,2846,2528,65,253,652,0,765,475,12,13,겨울,N,N,N,밥,매운어묵국,동파삼겹수육,짜장밥,계란국,사천식탕수육,0.8,0.0,1.1,54.4,39.599648,2.39455717454311
2018-12-14,금,2846,2409,160,277,113,0,664,411,12,14,겨울,N,N,N,밥,동태찌개,치즈함박스테이크,밥,김치찌개,안동찜닭,-0.1,0.0,1.0,44.9,39.753849,1.6481999999999992
2018-12-17,월,2846,2555,90,201,602,0,1170,421,12,17,겨울,N,N,N,밥,콩나물국,짬뽕불고기,밥,된장찌개,주꾸미볶음,2.2,0.0,0.9,72.3,39.317794,4.165083614361377
2018-12-18,화,2846,2516,87,243,525,0,813,432,12,18,겨울,N,N,N,밥,연두부탕,닭볶음탕,충무김밥,김치말이국수,오징어초무침,1.5,0.0,0.4,68.5,38.736725,4.746380589674732
2018-12-19,수,2846,2504,86,256,0,0,710,390,12,19,겨울,N,N,N,곤드레밥*강된장,팽이장국,탕수어,밥,콩비지찌개,고등어구이,4.6,0.0,0.8,64.6,43.730084,6.767611655224035
2018-12-20,목,2846,2498,106,242,235,0,784,373,12,20,겨울,N,N,N,밥,근대국,돼지갈비찜,밥,옛날돈까스,크림스프,4.4,0.0,0.4,74.9,42.415943999999996,7.541779840639909
2018-12-21,금,2846,2410,175,261,163,0,456,456,12,21,겨울,N,N,N,밥,닭개장,갈치양념조림,밥,쇠고기미역국,생선까스*탈탈소스,4.8,0.0,0.5,78.5,42.69282,7.630176658539072
2018-12-24,월,2846,1793,894,159,26,0,296,104,12,24,겨울,Y,N,N,밥,열무된장국,훈제오리구이,밥,민물새우찌개,닭갈비,1.0,0.0,0.8,46.4,40.934160000000006,3.1528750483025463
2018-12-26,수,2846,2421,184,241,0,0,695,0,12,26,겨울,N,N,N,밥,아욱국,돈육굴소스볶음,None,None,None,5.3,0.0,1.5,33.4,47.569298,6.52417528717052
2018-12-27,목,2846,2411,182,253,132,0,517,251,12,27,겨울,N,N,N,밥,순두부찌개,오징어볶음,김밥볶음밥,짬뽕,깐풍기,-0.6,0.0,2.7,16.5,43.35649,-0.8601968844284831
2018-12-28,금,2846,2267,315,264,18,0,491,406,12,28,겨울,N,N,N,밥,고추장찌개,버섯불고기,밥,육개장,코다리조림,-3.8,0.0,2.0,28.3,38.110454000000004,-3.628671290814557
2018-12-31,월,2846,1629,1085,132,28,0,332,135,12,31,겨울,Y,N,N,밥,콩나물국,돈육고추장불고기,밥,들깨시래기국,훈제오리볶음,-1.2,0.0,0.6,37.1,39.581952,1.4580725906796064
2019-01-02,수,2985,2748,108,129,0,0,1201,407,1,2,겨울,N,N,N,밥,떡국,소갈비찜,밥,부대찌개,마늘간장치킨,-0.6,0.0,1.0,48.8,38.545728,1.1392000000000004
2019-01-03,목,2985,2658,120,207,444,0,858,494,1,3,겨울,N,N,N,밥,차돌박이찌개,안동찜닭,새우볶음밥,우동,깐풍육,-1.8,0.0,0.4,50.0,36.801,1.5654090282316013
2019-01-04,금,2985,2533,218,234,65,0,668,482,1,4,겨울,N,N,N,밥,두부김치국,언양식불고기,밥,북어계란국,미트볼떡조림,-0.4,0.0,0.3,45.8,39.245232,3.3628132779966236
2019-01-07,월,2985,2661,113,211,439,0,1072,407,1,7,겨울,N,N,N,밥,시래기국,쇠고기숙주볶음,밥,미역국,매운돼지갈비찜,0.1,0.0,0.6,44.0,40.13256,2.7410194564999153
2019-01-08,화,2985,2664,98,223,444,0,839,417,1,8,겨울,N,N,N,밥,콩나물국,치즈함박스테이크,멸치주먹밥,잔치국수,유린기,0.8,0.0,1.3,44.0,41.00448,2.090546240219681
2019-01-09,수,2985,2675,85,225,0,0,778,335,1,9,겨울,N,N,N,비빔밥,맑은국,치킨핑거*요거트소스,밥,닭곰탕,오징어볶음,-0.4,0.0,1.0,38.8,40.273952,1.3428000000000002
2019-01-10,목,2985,2648,94,243,363,0,767,475,1,10,겨울,N,N,N,밥,육개장,탕수육,닭갈비볶음밥,가쯔오국,크림카레우동,2.5,0.0,1.3,47.4,42.71995,3.8500439970577616
2019-01-11,금,2985,2557,177,251,1,0,627,430,1,11,겨울,N,N,N,밥,꽃게탕,고추잡채*꽃빵,밥,해물순두부찌개,닭데리야끼구이,2.4,0.0,0.6,64.1,40.600716000000006,5.010848526797381
2019-01-14,월,2985,2700,99,186,487,0,1163,573,1,14,겨울,N,N,N,밥,알탕,돈육굴소스볶음,밥,김치찌개,굴비구이,1.2,0.0,0.4,65.9,38.631192,4.457201356816267
2019-01-15,화,2985,2691,71,223,417,0,963,569,1,15,겨울,N,N,N,밥,어묵국,등갈비김치말이,목살필라프,팽이가쯔오장국,로제파스타,2.2,0.0,1.2,55.9,41.305802,3.678856495654235
2019-01-16,수,2985,2677,80,228,0,0,1021,356,1,16,겨울,N,N,N,짜장덮밥,맑은국,유산슬,밥,된장찌개,돈육장조림,-0.8,0.0,1.5,30.1,41.109308,0.15226523201787745
2019-01-17,목,2985,2667,71,247,326,0,837,515,1,17,겨울,N,N,N,밥,봄동된장국,쇠고기낙지볶음,오므라이스,미역장국,모듬튀김*칠리소스,0.0,0.0,1.2,51.5,38.9355,1.4134354530600657
2019-01-18,금,2985,2513,196,276,1,0,585,386,1,18,겨울,N,N,N,밥,콩나물김치국,순살파닭,밥,닭개장,해물청경채볶음,0.7,0.0,0.5,56.6,39.165438,3.627029151985012
2019-01-21,월,2985,2672,114,199,468,0,1270,579,1,21,겨울,N,N,N,밥,고추장찌개,버섯불고기,밥,차돌박이찌개,주꾸미볶음,-0.5,0.0,0.7,55.1,37.742955,1.8826925902016252
